episode,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,escalation_cost,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_escalation,lambda_quality,lambda_deadline
0.0,0.8,0.1,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.045000000000000005,0.027999999999999997,0.005000000000000001,0.0,0.0,0.0,0.0,0.0,0.036500000000000005,0.0025000000000000005
1.0,0.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0
2.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0945,0.0
3.0,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.11857142857142858,0.13485714285714284,0.009285714285714284,0.0,0.0,0.0,0.0,0.0,0.12671428571428572,0.004642857142857142
4.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.17357142857142857,0.17285714285714285,0.0041928571428571405,0.0,0.0,0.0,0.0,0.0,0.1732142857142857,0.0020964285714285703
5.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.16857142857142857,0.19085714285714284,0.0,0.0,0.0,0.0,0.0,0.05449999999999999,0.17971428571428572,0.0
6.0,0.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.22357142857142856,0.21885714285714283,0.0,0.0,0.0,0.0,0.0,0.048999999999999995,0.2212142857142857,0.0
7.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.21857142857142856,0.22685714285714284,0.0,0.0,0.0,0.0,0.0,0.10349999999999998,0.2227142857142857,0.0
8.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2735714285714286,0.26485714285714285,0.0,0.0,0.0,0.0,0.0,0.08799999999999998,0.26921428571428574,0.0
9.0,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2885714285714286,0.28285714285714286,0.0,0.0,0.0,0.0,0.0,0.09249999999999999,0.2857142857142857,0.0
10.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.2835714285714286,0.2975238095238095,0.0,0.03133333333333333,0.0,0.0,0.0,0.12699999999999997,0.29054761904761905,0.015666666666666666
11.0,0.4,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2985714285714286,0.31552380952380954,0.0,0.04902,0.0,0.0,0.0,0.13149999999999998,0.30704761904761907,0.02451
12.0,0.9,0.1,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.3535714285714286,0.34352380952380956,0.0,0.0565298,0.0,0.0,0.0,0.11599999999999998,0.3485476190476191,0.0282649
13.0,0.6,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3685714285714286,0.3815238095238096,0.0,0.053964502,0.0,0.0,0.0,0.10049999999999998,0.3750476190476191,0.026982251
14.0,0.7,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.4235714285714286,0.3895238095238096,0.0,0.051424856979999996,0.0,0.0,0.0,0.09499999999999997,0.4065476190476191,0.025712428489999998
15.0,0.7,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4785714285714286,0.3975238095238096,0.0,0.04891060841019999,0.0,0.0,0.0,0.07949999999999997,0.43804761904761913,0.024455304205099997
16.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5335714285714286,0.43552380952380965,0.0,0.04642150232609799,0.0,0.0,0.0,0.06399999999999997,0.4845476190476191,0.023210751163048996
17.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5285714285714286,0.45352380952380966,0.0,0.04395728730283701,0.0,0.0,0.0,0.048499999999999974,0.4910476190476191,0.021978643651418505
18.0,0.6,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.5435714285714286,0.4915238095238097,0.0,0.06151771442980864,0.0,0.0,0.0,0.032999999999999974,0.5175476190476191,0.03075885721490432
19.0,0.8,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5585714285714286,0.5495238095238097,0.0,0.05890253728551055,0.0,0.0,0.0,0.017499999999999974,0.5540476190476191,0.029451268642755275
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.5535714285714286,0.5475238095238097,0.0,0.05631351191265544,0.004000000000000001,0.0,0.0,0.08199999999999998,0.5505476190476192,0.02815675595632772
21.0,0.7,0.2,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.5985714285714286,0.5655238095238098,0.005000000000000001,0.06375037679352888,0.0,0.0,0.0,0.06649999999999998,0.5820476190476191,0.03437518839676444
22.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.6102380952380954,0.5968571428571431,0.01661666666666667,0.07777953969226026,0.0,0.0,0.0,0.050999999999999976,0.6035476190476192,0.04719810317946346
23.0,0.6,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.6252380952380954,0.6348571428571431,0.011450500000000002,0.07500174429533765,0.0,0.0,0.0,0.05549999999999998,0.6300476190476192,0.04322612214766883
24.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6802380952380953,0.6728571428571432,0.0063359950000000005,0.07225172685238428,0.0,0.0,0.0,0.03999999999999998,0.6765476190476192,0.03929386092619214
25.0,0.8,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7352380952380952,0.6908571428571432,0.0012726350499999992,0.06952920958386043,0.0,0.0,0.0,0.02449999999999998,0.7130476190476192,0.03540092231693021
26.0,0.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.7902380952380952,0.7188571428571432,0.0,0.06683391748802182,0.0,0.0,0.0,0.018999999999999982,0.7545476190476192,0.03341695874401091
27.0,0.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.8452380952380951,0.7468571428571432,0.0,0.0641655783131416,0.0,0.0,0.0,0.013499999999999983,0.7960476190476191,0.0320827891565708
28.0,0.75,0.125,0.375,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.8777380952380951,0.7823571428571432,0.0075,0.06152392253001018,0.0,0.0,0.0,0.0,0.8300476190476191,0.034511961265005095
29.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8727380952380951,0.8403571428571432,0.0024249999999999983,0.05890868330471008,0.0,0.0,0.0,0.0,0.8565476190476191,0.03066684165235504
30.0,0.8,0.1,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.9277380952380951,0.8583571428571433,0.0,0.06631959647166298,0.0,0.0,0.0,0.0,0.8930476190476192,0.03315979823583149
31.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9227380952380951,0.8763571428571433,0.0,0.06365640050694635,0.0,0.0,0.0,0.0,0.8995476190476193,0.031828200253473174
32.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.9177380952380951,0.8943571428571433,0.0,0.08101983650187689,0.0,0.0,0.0,0.024500000000000004,0.9060476190476192,0.04050991825093844
33.0,0.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.9727380952380951,0.9223571428571433,0.0,0.07820963813685812,0.0,0.0,0.0,0.019000000000000003,0.9475476190476192,0.03910481906842906
34.0,0.25,0.125,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.625,0.9677380952380951,0.9453571428571433,0.0,0.08792754175548953,0.0,0.0,0.0,0.066,0.9565476190476192,0.043963770877744765
35.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.9627380952380951,0.9633571428571434,0.0,0.10504826633793464,0.0,0.0,0.0,0.09050000000000001,0.9630476190476192,0.05252413316896732
36.0,0.6,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.9777380952380951,1.0013571428571433,0.0,0.1019977836745553,0.0,0.0,0.0,0.09500000000000001,0.9895476190476191,0.05099889183727765
37.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0327380952380951,1.0393571428571433,0.0,0.09897780583780974,0.0,0.0,0.0,0.07950000000000002,1.0360476190476193,0.04948890291890487
38.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.087738095238095,1.0773571428571433,0.0,0.09598802777943163,0.0,0.0,0.0,0.06400000000000002,1.0825476190476193,0.04799401388971582
