scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std
disaster_hotspot,always_cache,"0,1,2",3,1,30,heuristic,0.033333,0.057735,0.033333,0.057735,0.273772,0.047785,0.350239,0.024532,0.364559,0.252202,0.566495,0.047937,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,2.751753,0.191171,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233823,0.013861,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
disaster_hotspot,always_image,"0,1,2",3,1,30,heuristic,0.0,0.0,0.0,0.0,0.257299,0.445656,0.333333,0.57735,0.391401,0.0,0.582701,0.445656,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,3.204854,2.451105,14.962607,3.819657,305.235167,13.862361,0.0,0.0,118.556532,2.916633,0.784104,0.01929,0.148994,0.003302,1.0,0.0,4.341438,0.02909,327.631104,2.920573,196.318359,9.0502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
disaster_hotspot,always_semantic_token,"0,1,2",3,1,30,heuristic,0.033333,0.057735,0.033333,0.057735,0.419877,0.11198,0.699788,0.14619,0.503972,0.086518,0.422158,0.108456,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,2.124372,0.93858,3.543846,1.585952,58.087954,7.291615,0.0,0.0,120.291209,3.965073,0.795577,0.026224,0.150437,0.005789,1.0,0.0,1.590135,0.02275,155.187795,3.965097,1.18153,0.011901,0.266667,0.057735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
disaster_hotspot,lyapunov_greedy,"0,1,2",3,1,30,heuristic,0.033333,0.057735,0.033333,0.057735,0.273772,0.047785,0.350239,0.024532,0.364559,0.252202,0.566495,0.047937,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,2.751753,0.191171,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233823,0.013861,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
disaster_hotspot,proposed_two_timescale_ppo,"0,1,2",3,1,30,rl,0.033333,0.057735,0.033333,0.057735,0.472522,0.066388,0.730557,0.119543,0.491061,0.097699,0.369512,0.062864,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,1.624242,0.505455,13.59587,8.087966,1193.830626,963.539501,0.0,0.0,391.522018,223.737796,2.589431,1.479747,0.428646,0.234768,0.866667,0.11547,3.302214,1.42236,422.812411,220.616163,1.023076,0.125323,0.533333,0.208167,0.0,0.0,0.133333,0.11547,0.866667,0.11547,0.0,0.0
disaster_hotspot,semantic_greedy,"0,1,2",3,1,30,heuristic,0.0,0.0,0.0,0.0,0.257299,0.445656,0.333333,0.57735,0.391401,0.0,0.582701,0.445656,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,3.204854,2.451105,14.962607,3.819657,305.235167,13.862361,0.0,0.0,118.556532,2.916633,0.784104,0.01929,0.148994,0.003302,1.0,0.0,4.341438,0.02909,327.631104,2.920573,196.318359,9.0502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
edge_overload,always_cache,"0,1,2",3,1,36,heuristic,0.0,0.0,0.0,0.0,0.221258,0.105019,0.375,0.144338,0.720989,0.019403,0.418742,0.105019,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,2.863084,0.646881,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367958,0.013593,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
edge_overload,always_image,"0,1,2",3,1,36,heuristic,0.0,0.0,0.0,0.0,0.170033,0.294506,0.333333,0.57735,0.79495,0.0,0.469967,0.294506,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,3.054783,1.914291,3.981356,4.805837,1354.748973,163.169395,0.0,0.0,230.5,19.426817,1.143353,0.096363,0.048526,0.005532,0.555556,0.19245,5.117681,0.088302,439.562202,19.422358,161.893799,0.0,0.222222,0.173472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
edge_overload,always_semantic_token,"0,1,2",3,1,22,heuristic,0.722222,0.048112,0.416667,0.300463,0.667311,0.020671,0.868832,0.037988,0.378527,0.011704,0.060725,0.026427,0.624444,0.000962,0.636667,0.005774,0.633333,0.011547,0.64,0.0,0.470271,0.415473,2.420403,2.497847,1685.342215,539.339356,0.0,0.0,867.607495,59.131715,4.303609,0.293312,0.287713,0.036818,0.37037,0.21261,5.744901,0.409654,935.506714,59.589189,0.854929,0.015757,0.361111,0.375771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
edge_overload,lyapunov_greedy,"0,1,2",3,1,36,heuristic,0.0,0.0,0.0,0.0,0.221258,0.105019,0.375,0.144338,0.720989,0.019403,0.418742,0.105019,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,2.863084,0.646881,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367958,0.013593,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
