episode,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_quality,lambda_deadline
0.0,1.0,0.4,0.0,1.0,0.0,0.4,0.1,0.0,0.0,0.0,0.098,0.0,0.038000000000000006,0.004000000000000001,0.0,0.0,0.049,0.019000000000000003
1.0,1.0,0.2,0.0,1.0,0.0,0.2,0.5,0.0,0.0,0.0,0.19502000000000003,0.0,0.05562000000000001,0.08796000000000001,0.0,0.0,0.09751000000000001,0.027810000000000005
2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.29106980000000005,0.0,0.05306380000000001,0.11108040000000002,0.0,0.0,0.14553490000000002,0.026531900000000004
3.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.38615910200000003,0.0,0.10053316200000001,0.19396959600000002,0.0,0.0,0.19307955100000002,0.050266581000000005
4.0,1.0,0.3,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.48029751098000006,0.0,0.12752783037999998,0.17602990004000002,0.0,0.0,0.24014875549000003,0.06376391518999999
5.0,1.0,0.7,0.0,1.0,0.0,0.7,0.2,0.0,0.0,0.0,0.5734945358702,0.0,0.19425255207619996,0.1982696010396,0.0,0.0,0.2867472679351,0.09712627603809998
6.0,1.0,0.9,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.665759590511498,0.0,0.28031002655543796,0.18028690502920403,0.0,0.0,0.332879795255749,0.14015501327771898
7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.757101994606383,0.0,0.2755069262898836,0.262484035978912,0.0,0.0,0.3785509973031915,0.1377534631449418
8.0,1.0,0.1,0.0,1.0,0.0,0.1,0.5,0.0,0.0,0.0,0.8475309746603192,0.0,0.2807518570269848,0.3438591956191229,0.0,0.0,0.4237654873301596,0.1403759285134924
9.0,1.0,0.6,0.0,1.0,0.0,0.6,0.1,0.0,0.0,0.0,0.9370556649137161,0.0,0.33594433845671495,0.3444206036629317,0.0,0.0,0.46852783245685803,0.16797216922835748
10.0,1.0,0.7,0.0,1.0,0.0,0.7,0.5,0.0,0.0,0.0,1.0256851082645788,0.0,0.4005848950721478,0.4249763976263024,0.0,0.0,0.5128425541322894,0.2002924475360739
11.0,1.0,0.3,0.0,1.0,0.0,0.3,0.4,0.0,0.0,0.0,1.1134282571819332,0.0,0.4245790461214263,0.4847266336500394,0.0,0.0,0.5567141285909666,0.21228952306071314
12.0,1.0,0.7,0.0,1.0,0.0,0.7,0.1,0.1,0.0,0.0,1.200293974610114,0.0,0.488333255660212,0.483879367313539,0.010000000000000002,0.0,0.600146987305057,0.244166627830106
13.0,1.0,0.2,0.0,1.0,0.0,0.2,0.6,0.0,0.0,0.0,1.2862910348640129,0.0,0.5014499231036099,0.5830405736404036,0.009900000000000003,0.0,0.6431455174320064,0.25072496155180496
14.0,1.0,0.4,0.0,1.0,0.0,0.4,0.1,0.0,0.0,0.0,1.3714281245153728,0.0,0.5344354238725738,0.5812101679039996,0.009801000000000002,0.0,0.6857140622576864,0.2672177119362869
15.0,1.0,0.4,0.0,1.0,0.0,0.4,0.7,0.0,0.0,0.0,1.455713843270219,0.0,0.5670910696338481,0.6993980662249596,0.009702990000000002,0.0,0.7278569216351095,0.28354553481692407
16.0,1.0,0.2,0.0,1.0,0.0,0.2,0.6,0.0,0.0,0.0,1.539156704837517,0.0,0.5794201589375096,0.7964040855627099,0.009605960100000002,0.0,0.7695783524187585,0.2897100794687548
17.0,1.0,0.7,0.0,1.0,0.0,0.7,0.3,0.0,0.0,0.0,1.621765137789142,0.0,0.6416259573481345,0.8324400447070829,0.009509900499000001,0.0,0.810882568894571,0.3208129786740673
18.0,1.0,0.1,0.0,1.0,0.0,0.1,0.4,0.0,0.0,0.0,1.7035474864112508,0.0,0.6432096977746532,0.888115644260012,0.009414801494010002,0.0,0.8517737432056254,0.3216048488873266
19.0,1.0,0.4,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,1.7845120115471382,0.0,0.6747776007969067,0.8632344878174119,0.009320653479069902,0.0,0.8922560057735691,0.33738880039845337
20.0,1.0,1.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,1.8646668914316669,0.0,0.7660298247889377,0.9186021429392377,0.009227446944279202,0.0,0.9323334457158334,0.38301491239446883
21.0,1.0,0.2,0.0,1.0,0.0,0.2,0.4,0.0,0.0,0.0,1.9440202225173502,0.0,0.7763695265410483,0.9734161215098454,0.00913517247483641,0.0,0.9720101112586751,0.38818476327052415
22.0,1.0,0.7,0.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,2.0225800202921764,0.0,0.8366058312756377,0.9476819602947468,0.009043820750088047,0.0,1.0112900101460882,0.41830291563781885
23.0,1.0,0.7,0.0,1.0,0.0,0.7,0.4,0.0,0.0,0.0,2.1003542200892547,0.0,0.8962397729628813,1.0022051406917993,0.008953382542587165,0.0,1.0501771100446273,0.44811988648144063
24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,2.177350677888362,0.0,0.8852773752332525,0.9961830892848813,0.008863848717161294,0.0,1.088675338944181,0.4426386876166262
25.0,1.0,0.7,0.0,1.0,0.0,0.7,0.1,0.0,0.0,0.0,2.253577171109478,0.0,0.9444246014809199,0.9902212583920325,0.008775210229989682,0.0,1.126788585554739,0.47221230074045994
26.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.329041399398383,0.0,1.0329803554661108,0.9643190458081121,0.008687458127689784,0.0,1.1645206996991915,0.5164901777330554
27.0,1.0,0.9,0.0,1.0,0.0,0.9,0.6,0.0,0.0,0.0,2.403750985404399,0.0,1.1106505519114498,1.058675855350031,0.008600583546412887,0.0,1.2018754927021995,0.5553252759557249
28.0,1.0,0.7,0.0,1.0,0.0,0.7,0.8,0.0,0.0,0.0,2.4777134755503547,0.0,1.1675440463923354,1.192089096796531,0.008514577710948759,0.0,1.2388567377751774,0.5837720231961677
29.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.550936340794851,0.0,1.253868605928412,1.1641682058285656,0.008429431933839271,0.0,1.2754681703974255,0.626934302964206
30.0,1.0,0.7,0.0,1.0,0.0,0.7,0.2,0.0,0.0,0.0,2.6234269773869023,0.0,1.309329919869128,1.17652652377028,0.008345137614500878,0.0,1.3117134886934512,0.654664959934564
