step,scenario,task_id,uav_id,edge_id,service_level,answer_accuracy_est,delay_s,energy_j,payload_kb,quality_violation,deadline_violation,airspace_conflict,snr_bin,sensed_snr_db,sinr_db,rate_mbps,distance_3d_m,elevation_deg,los_probability,path_loss_db,interference_dbm,fading_db,cache_hit_probability,semantic_cache_hit,gpu_memory_ok,gpu_memory_used_mb,gpu_memory_capacity_mb,battery_remaining_j,fly_delay_s,sense_delay_s,tx_delay_s,queue_delay_s,infer_delay_s,load_delay_s,fly_energy_j,hover_energy_j,tx_energy_j,compute_energy_j,success,reward
0,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.953737,19.708217,1958.697362,37.48726,False,True,False,-5dB,19.611174,-12.354231,0.057084,222.474222,15.646069,0.214665,117.968745,-76.586378,-10.816264,0.96,False,True,2816.0,8192.0,18041.302638,11.901704,0.36,5.379679,0.125604,1.561231,0.38,1799.537619,149.856,4.303743,5.0,False,-5.800097
1,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.953737,14.194486,1803.799606,37.48726,False,True,False,-5dB,26.779505,-3.062871,0.405415,205.198624,17.001673,0.25348,110.800414,-78.711149,-4.864771,0.96,False,True,2816.0,8192.0,16237.503032,10.901704,0.36,0.757484,0.234068,1.561231,0.38,1648.337619,149.856,0.605987,5.0,False,-4.635392
2,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.960854,12.880661,1652.292145,71.743015,False,True,False,5dB,28.696661,5.748153,1.574989,188.058957,18.605415,0.305013,108.883259,-85.622594,-4.366788,0.68,False,True,2816.0,8192.0,14585.210887,9.901704,0.36,0.373157,0.304569,1.561231,0.38,1497.137619,149.856,0.298526,5.0,False,-4.380535
3,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.975089,11.893936,1501.066104,183.878006,False,True,False,20dB,35.59992,18.963807,4.422488,171.096076,20.528923,0.37384,101.98,-92.008171,0.855658,0.68,False,True,2816.0,8192.0,13084.144783,8.901704,0.36,0.340607,0.350395,1.561231,0.38,1345.937619,149.856,0.272485,5.0,False,-4.34697
4,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.97153,10.854777,1349.810948,131.640611,False,True,False,15dB,41.014903,16.98514,3.969658,154.368271,22.872447,0.464855,96.565016,-84.536462,4.264136,0.28,False,True,2816.0,8192.0,11734.333835,7.901704,0.36,0.271661,0.380182,1.561231,0.38,1194.737619,149.856,0.217329,5.0,False,-3.974161
5,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.97153,9.884934,1198.619584,131.640611,False,True,False,15dB,39.679024,16.31857,3.81794,137.961078,25.779266,0.580367,97.900895,-85.208644,0.559596,0.28,False,True,2816.0,8192.0,10535.714251,6.901704,0.36,0.282456,0.399543,1.561231,0.38,1043.537619,149.856,0.225965,5.0,False,-3.719716
6,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.967972,9.025717,1047.522142,96.307687,False,True,False,10dB,50.007153,7.560251,1.92121,122.003914,29.458137,0.713593,87.572766,-66.102364,8.221123,0.28,False,True,2816.0,8192.0,9488.192109,5.901704,0.36,0.410654,0.412128,1.561231,0.38,892.337619,149.856,0.328523,5.0,False,-3.416768
7,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.975089,7.857278,896.180848,183.878006,False,True,False,20dB,52.735233,27.671526,6.436322,106.69888,34.217099,0.842152,84.844686,-83.498867,8.225233,0.28,False,True,2816.0,8192.0,8592.011261,4.901704,0.36,0.234036,0.420308,1.561231,0.38,741.137619,149.856,0.187228,5.0,False,-3.297684
8,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.967972,7.037224,745.12055,96.307687,False,True,False,10dB,44.419785,7.607507,1.930567,92.370703,40.50818,0.93589,93.160135,-71.737647,-2.530409,0.28,False,True,2816.0,8192.0,7846.890711,3.901704,0.36,0.408664,0.425625,1.561231,0.38,589.937619,149.856,0.326931,5.0,False,-2.898108
9,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.960854,6.063992,593.9392,71.743015,False,True,False,5dB,46.13102,4.543429,1.360537,79.548996,48.960066,0.982591,91.448899,-66.96173,-2.79312,0.28,False,True,2816.0,8192.0,7252.951511,2.901704,0.36,0.431976,0.429081,1.561231,0.38,438.737619,149.856,0.34558,5.0,False,-2.59386
10,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.953737,10.217331,446.860074,37.48726,False,True,False,-5dB,41.261146,-12.51991,0.055005,69.077773,60.29476,0.997119,96.318774,-54.767982,-9.201971,0.28,False,True,2816.0,8192.0,6806.091437,1.901704,0.36,5.583068,0.431328,1.561231,0.38,287.537619,149.856,4.466454,5.0,False,-3.297185
11,interference-heavy,0000342_00393_d_0000244_5,3,0,2,0.967972,4.003417,291.487774,96.307687,False,True,False,10dB,51.558177,8.674755,2.145676,62.156533,74.863132,0.999719,86.021742,-65.665821,0.034799,0.28,False,True,2816.0,8192.0,6514.603663,0.901704,0.36,0.367694,0.432788,1.561231,0.38,136.337619,149.856,0.294155,5.0,False,-2.109894
