episode,raw_return,semantic_return,shaped_return,return,success_rate,mean_reward,mean_semantic_reward,mean_shaped_reward,mean_semantic_accuracy_lcb,mean_semantic_uncertainty,mean_semantic_payload_kb,mean_semantic_quality_gap,mean_q_quality,mean_q_deadline,mean_q_energy,mean_q_risk,mean_q_utm,max_q_quality,max_q_deadline,max_q_energy,max_q_risk,max_q_utm,non_cache_ratio,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,bc_loss,demo_samples,entropy_weight,service_prior_weight,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_quality,lambda_deadline,mobility_update_interval,mean_flight_energy_j,mean_arrival_delay_s,mean_coverage_gain,mean_utm_conflict_risk,mobility_reuse_ratio,serve_task_ratio,avoid_conflict_ratio
0.0,-12.292882,-388.5619528215245,-388.5619528215245,-12.292882,0.0,-1.2292882,-38.856195282152456,-38.856195282152456,0.5359256,0.39830600000000005,0.47530039999999996,0.2840743999999999,1.2581992999999998,0.0,0.0,1.9,1.0,2.840743999999999,0.0,0.0,2.0,1.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.554527223110199,500.0,0.1,0.65,0.9999999999999567,0.39361727335033425,0.29079910314083096,0.1104945028424263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,246.80953140000003,1.8997410000000001,0.0124054,0.0052632,0.6,0.0,0.0
1.0,-10.942146000000001,-93.19525012002919,-93.19525012002919,-10.942146000000001,0.0,-1.0942146000000001,-9.319525012002918,-9.319525012002918,0.6090925,0.40745700000000007,0.9505708,0.21090749999999997,0.8736989999999999,0.3044736,6.228533100000004,2.0,2.0,2.109075,2.923384,62.28533100000004,3.0,3.0,0.8,1.0,0.2,0.0,1.0,0.0,0.2,0.3,0.0,0.0,0.554527223110199,500.0,0.09933333333333334,0.6481944444444445,0.9999999999999808,0.7829513079192161,0.5562923840880394,0.18859217655658717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,157.4063431,1.1395097,-0.019778,0.0,0.6,0.0,0.6
2.0,-12.050099,-329.98676960807364,-329.98676960807364,-12.050099,0.0,-1.2050098999999999,-32.998676960807366,-32.998676960807366,0.4938734,0.4062036000000001,0.4753604,0.32612659999999993,1.6568654999999999,0.0,0.0,2.1,2.1,3.261265999999999,0.0,0.0,3.0,3.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.554527223110199,500.0,0.09866666666666667,0.6463888888888889,1.0000000000000147,0.39486558773098,0.28400903201103206,0.09087223163247109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,109.3356415,0.7307450999999999,-0.0128033,0.0058824,0.6,0.0,0.4
3.0,-51.581095,-2996.3298259752196,-2996.3298259752196,-51.581095,0.0,-5.1581095,-299.63298259752196,-299.63298259752196,0.5237136000000001,0.39197800000000005,0.2376802,0.2962863999999999,1.4927443999999999,76.3779502,7753.661139599999,0.0,0.0,2.962863999999999,116.085516,11619.054975,0.0,0.0,0.2,1.0,0.9,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.554527223110199,500.0,0.098,0.6445833333333334,1.0,0.20000080000000012,0.138,0.03800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1612.9756558,13.715779499999996,0.09054439999999998,0.0,0.6,0.6,0.1
4.0,-36.968158,-1217.8792299007537,-1217.8792299007537,-36.968158,0.0,-3.6968158000000004,-121.78792299007537,-121.78792299007537,0.4298255,0.41845699999999997,0.5942005,0.3901744999999999,2.0638991999999994,22.876846300000004,2251.6347993,0.3,0.3,3.901744999999999,63.38188500000001,6502.087108,1.0,1.0,0.5,1.0,0.4,0.0,1.0,0.0,0.4,0.1,0.0,0.0,0.554527223110199,500.0,0.09733333333333334,0.6427777777777778,0.9999999999999251,0.48631598583507535,0.36553877130150797,0.15764527678489682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,924.1659662,7.8585542,0.0686778,0.0,0.6,0.4,0.6
5.0,-9.948955999999999,-64.31920734278886,-64.31920734278886,-9.948955999999999,0.0,-0.9948955999999999,-6.4319207342788856,-6.4319207342788856,0.7340944000000001,0.3886710000000001,0.9504807999999999,0.08590559999999998,0.6236952,0.025800700000000232,0.0,2.4,2.4,0.8590559999999998,0.1186010000000004,0.0,5.0,5.0,0.8,1.0,0.3,0.0,1.0,0.0,0.3,0.5,0.0,0.0,0.554527223110199,500.0,0.09666666666666668,0.6409722222222223,0.9999999999999979,0.7820388637747288,0.56353360247612,0.1933655614852905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,135.44593000000003,1.1517510000000002,-0.018401400000000002,0.0,0.6,0.0,1.0
6.0,-41.328922,-1822.2464712284593,-1822.2464712284593,-41.328922,0.0,-4.1328922,-182.22464712284594,-182.22464712284594,0.4938734,0.4062036,0.4753604,0.32612659999999993,1.4330639999999994,28.324731299999996,2616.4861723000004,0.0,0.0,3.261265999999999,84.593177,8652.236432000002,0.0,0.0,0.4,1.0,0.7,0.0,1.0,0.0,0.7,0.0,0.0,0.0,0.554527223110199,500.0,0.096,0.6391666666666667,1.0,0.4000006,0.266,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1208.2512603,10.274245499999997,0.0682374,0.0,0.6,0.3,0.0
7.0,-8.65633,-75.11166096441738,-75.11166096441738,-8.65633,0.0,-0.8656330000000001,-7.511166096441738,-7.511166096441738,0.5175276,0.42213080000000003,0.9506608,0.3024724,1.1810569999999996,0.182109,7.683796199999994,1.9,1.9,3.0247239999999995,1.8210899999999999,76.83796199999995,5.0,5.0,0.8,1.0,0.1,0.0,1.0,0.0,0.1,0.5,0.0,0.0,0.554527223110199,500.0,0.09533333333333334,0.6373611111111112,1.0000000000000056,0.7722182362045765,0.5872610324323178,0.2444683530628681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,119.48861939999999,0.8170801000000001,-0.0109517,0.0133334,0.6,0.0,0.3
8.0,-28.654833000000004,-768.2344608763287,-768.2344608763287,-28.654833000000004,0.0,-2.8654833,-76.82344608763287,-76.82344608763287,0.5943114000000002,0.38998790000000005,0.47527040000000004,0.22568859999999993,0.9077655999999997,12.6248457,1449.6425330000002,1.7,1.7,2.2568859999999993,57.890906,6687.093461,2.0,2.0,0.4,1.0,0.4,0.0,1.0,0.0,0.4,0.2,0.0,0.0,0.554527223110199,500.0,0.09466666666666668,0.6355555555555555,1.0,0.4000006000000001,0.2659999999999999,0.06600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,944.1321975999999,8.028335,0.0768207,0.0,0.6,0.4,0.6
9.0,-22.94622,-149.37810546358148,-149.37810546358148,-22.94622,0.0,-2.294622,-14.937810546358147,-14.937810546358147,0.7529962000000001,0.3900360000000001,1.0692909,0.06700379999999997,0.4346771999999999,2.6083456000000003,292.63817159999996,3.4,3.4,0.6700379999999998,26.083456,2926.381716,7.0,7.0,0.9,1.0,0.1,0.0,1.0,0.0,0.1,0.7,0.0,0.0,0.554527223110199,500.0,0.094,0.63375,1.0000000000000653,0.8861341008676051,0.6199015467464924,0.20791799357533453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,461.04978,3.9204912,0.0037969,0.0,0.6,0.1,0.9
