episode,raw_return,semantic_return,shaped_return,return,success_rate,mean_reward,mean_semantic_reward,mean_shaped_reward,mean_semantic_accuracy_lcb,mean_semantic_uncertainty,mean_semantic_payload_kb,mean_semantic_quality_gap,mean_q_quality,mean_q_deadline,mean_q_energy,mean_q_risk,mean_q_utm,max_q_quality,max_q_deadline,max_q_energy,max_q_risk,max_q_utm,non_cache_ratio,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,bc_loss,demo_samples,entropy_weight,service_prior_weight,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_quality,lambda_deadline
0.0,-51.744305,-51.744305,-51.744305,-51.744305,0.0,-5.1744305,-5.1744305,-5.1744305,0.6477692,0.3870214,144.8568511,0.1722308,0.8231405999999998,52.4958344,4081.485716100001,4.1,3.8,1.722308,80.74872600000002,5919.5929240000005,7.0,6.0,0.8,1.0,0.8,0.0,1.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.05,0.25,0.5631520664095878,0.364442700397563,0.44910776671767233,0.40605318740010266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-43.688768,-43.688768,-43.688768,-43.688768,0.0,-4.368876800000001,-4.368876800000001,-4.368876800000001,0.2618568,0.3916895,95.6654521,0.5581432,3.0686586999999994,40.5532212,3276.8286584999996,3.5,2.2,5.5814319999999995,67.934464,5325.922377999999,7.0,4.0,0.6,1.0,0.6,0.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.049625,0.24875,0.7273033000826835,0.31885085155882836,0.3414416961073875,0.21764792943000794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,-37.200573999999996,-37.200573999999996,-37.200573999999996,-37.200573999999996,0.0,-3.7200573999999995,-3.7200573999999995,-3.7200573999999995,0.6455859000000002,0.38360030000000006,62.5058294,0.17441410000000004,1.1552956,31.129936599999997,2656.7628827999997,3.4,2.0,1.7441410000000004,66.12718699999999,5281.178505,6.0,4.0,0.7,1.0,0.7,0.0,1.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.04925,0.2475,0.6069950777590274,0.42673069257526397,0.4035422210693359,0.32444536396861073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,-37.567742,-37.567742,-37.567742,-37.567742,0.0,-3.7567742,-3.7567742,-3.7567742,0.28773550000000003,0.393409,76.5561297,0.5322644999999999,2.4155686999999992,18.6220247,1561.0832891999999,4.1,0.7,5.322645,52.957683,4265.323684,6.0,2.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.048875,0.24625,0.7713052359223365,0.272007243401289,0.3264327765107155,0.25939337939023976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,-49.29181499999999,-49.29181499999999,-49.29181499999999,-49.29181499999999,0.0,-4.929181499999999,-4.929181499999999,-4.929181499999999,0.7098336000000001,0.38921120000000003,103.8595554,0.1101664,0.4507541999999999,53.963330500000005,4269.4524418,3.3,3.3,1.101664,81.454541,6013.125782,5.0,5.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0485,0.245,0.5293949503302574,0.5336502951515676,0.48166076871752733,0.3659601670205593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-37.839921,-37.839921,-37.839921,-37.839921,0.0,-3.7839921,-3.7839921,-3.7839921,0.5418542000000001,0.38767250000000003,82.94510220000001,0.2781458,1.6939141,33.1915895,2851.2459106,3.3,1.7,2.781458,65.12379899999999,5242.723302,7.0,4.0,0.6,1.0,0.6,0.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.048125,0.24375,0.7336165491342544,0.4185073827735423,0.3386151488423348,0.274031098023057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,-39.503768,-39.503768,-39.503768,-39.503768,0.0,-3.9503768,-3.9503768,-3.9503768,0.3478219,0.39710070000000003,57.5656474,0.47217809999999993,2.2783318999999995,27.796678299999996,2691.1132949999997,2.8,1.5,4.721780999999999,52.828706,5084.650783,7.0,4.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.04775,0.2425,0.7624759859442711,0.3133656322126389,0.23388191178441048,0.252448061466217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,-29.987869999999997,-29.987869999999997,-29.987869999999997,-29.987869999999997,0.0,-2.9987869999999996,-2.9987869999999996,-2.9987869999999996,0.4797898,0.3854827,0.5940805000000001,0.3402102,2.1283649,24.9530345,2278.5941859,4.2,1.5,3.402102,50.78317800000001,4551.8013169999995,7.0,3.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.047375,0.24125,0.7859009175300598,0.3011956133608818,0.26275528806447984,0.26423635077476504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,-39.329162000000004,-39.329162000000004,-39.329162000000004,-39.329162000000004,0.0,-3.9329162,-3.9329162,-3.9329162,0.5236403999999999,0.3826418,62.3870193,0.29635960000000006,1.3817202000000002,37.95930980000001,3187.0344802,3.6,2.2,2.9635960000000003,59.41793800000001,4749.200455,7.0,4.0,0.6,1.0,0.6,0.0,1.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.047,0.24,0.6534382099509239,0.3538585845909358,0.3418281670212745,0.24803294372558593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,-36.789012,-36.789012,-36.789012,-36.789012,0.0,-3.6789012,-3.6789012,-3.6789012,0.461576,0.380452,82.82626210000001,0.358424,2.0023642,33.029579999999996,2739.9434789000006,2.5,1.4,3.5842400000000003,59.892336,4761.986443000001,5.0,3.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.046625,0.23875,0.6842758257985115,0.30790911979126934,0.31833478462696074,0.18674717703461646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-33.009982,-33.009982,-33.009982,-33.009982,0.0,-3.3009982,-3.3009982,-3.3009982,0.5236403999999999,0.38264180000000003,41.8289664,0.2963596,1.3196557999999996,36.779801400000004,3075.341708,2.4,1.6,2.963596,54.52544,4418.899294,3.0,2.0,0.6,1.0,0.6,0.0,1.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.04625,0.2375,0.7045929000377655,0.3673513114980698,0.4002247930765151,0.23637265586853023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,-43.832643000000004,-43.832643000000004,-43.832643000000004,-43.832643000000004,0.0,-4.3832643000000004,-4.3832643000000004,-4.3832643000000004,0.6288674000000001,0.38565640000000007,83.0638823,0.19113260000000004,0.9500942,42.968264,3566.7580210999995,2.8,2.0,1.9113260000000003,74.546726,5931.259187,6.0,4.0,0.7,1.0,0.7,0.0,1.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.045875,0.23625,0.5499403855204583,0.5147063634195804,0.43239413592219356,0.2754676697254181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,-29.361338,-29.361338,-29.361338,-29.361338,0.0,-2.9361338,-2.9361338,-2.9361338,0.5835215,0.38141050000000004,41.828966400000006,0.23647850000000004,1.3414888,29.597197300000005,2573.6049243,0.3,0.3,2.3647850000000004,56.932669000000004,4727.964594000001,2.0,2.0,0.6,1.0,0.6,0.0,1.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0455,0.235,0.6414970020651818,0.42949436193027496,0.40485626584291456,0.273995142608881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,-61.502441,-61.502441,-61.502441,-61.502441,0.0,-6.1502441,-6.1502441,-6.1502441,0.2429752,0.4147474000000001,76.91265,0.5770247999999999,3.182874199999999,48.2168006,3804.6141168000004,5.5,4.7,5.770247999999999,73.404884,5392.797007,10.0,8.0,0.8,1.0,0.8,0.0,1.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.045125,0.23375,0.4518130607604981,0.6780961409475326,0.5151908911466598,0.39042933329939833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,-40.460356,-40.460356,-40.460356,-40.460356,0.0,-4.0460356,-4.0460356,-4.0460356,0.5857048,0.38483160000000005,124.17998810000002,0.23429520000000004,1.4437845999999999,42.443516,3462.887446099999,3.2,1.3,2.3429520000000004,77.36439200000001,6043.547044999999,5.0,2.0,0.7,1.0,0.7,0.0,1.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.044750000000000005,0.23249999999999998,0.5867336663007736,0.5472961165407181,0.4025626989901066,0.27849814775586124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,-57.48671900000001,-57.48671900000001,-57.48671900000001,-57.48671900000001,0.0,-5.748671900000001,-5.748671900000001,-5.748671900000001,0.7098336000000001,0.38921120000000003,165.5337141,0.1101664,0.3886897999999999,59.695394499999985,4615.143223800001,3.6,3.4,1.101664,91.184005,6528.234054000001,8.0,7.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.044375000000000005,0.23125,0.362318129837513,0.7563520740104676,0.5451395988166332,0.48170204228162766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,-49.847112,-49.847112,-49.847112,-49.847112,0.0,-4.9847112000000005,-4.9847112000000005,-4.9847112000000005,0.6909318000000001,0.3878462000000001,124.29879820000001,0.12906820000000002,0.8070636,46.433168900000005,3711.7883306000003,3.3,2.4,1.2906820000000003,84.70881000000001,6296.447689,6.0,5.0,0.8,1.0,0.8,0.0,1.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.044000000000000004,0.23,0.4162017083168029,0.6940478948022843,0.48234707412123684,0.32111940333247185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,-36.050706000000005,-36.050706000000005,-36.050706000000005,-36.050706000000005,0.0,-3.6050706000000003,-3.6050706000000003,-3.6050706000000003,0.4615759999999999,0.38045199999999996,21.1521034,0.358424,1.6299778000000003,34.0976827,3008.6218809000006,4.6,2.4,3.5842400000000003,51.155615,4335.89755,9.0,4.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.043625000000000004,0.22875,0.632444004997611,0.40411219886589056,0.343913218140602,0.2506428497731685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,-50.943772,-50.943772,-50.943772,-50.943772,0.0,-5.0943772,-5.0943772,-5.0943772,0.6477692,0.3870214,124.2987982,0.1722308,0.8231405999999998,53.46136680000001,4112.767927700001,4.6,4.0,1.722308,79.10010100000001,5766.370806000001,7.0,6.0,0.8,1.0,0.8,0.0,1.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.043250000000000004,0.2275,0.45520726519823074,0.6816488188769341,0.48212260541319846,0.40038394516706466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,-58.92630700000001,-58.92630700000001,-58.92630700000001,-58.92630700000001,0.0,-5.892630700000001,-5.892630700000001,-5.892630700000001,0.1925326,0.4155982000000001,96.0219724,0.6274673999999999,3.334201999999999,53.083347200000006,4303.1752433,2.9,2.9,6.274673999999999,84.67749800000001,6363.593131,5.0,5.0,0.9,1.0,0.9,0.0,1.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.042875,0.22625,0.439872974395752,0.7863831935955048,0.565971076786518,0.42951699763536455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
