episode,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,escalation_cost,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_escalation,lambda_quality,lambda_deadline
0.0,0.8,0.2,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.07800000000000001,0.0,0.018000000000000002,0.0,0.0,0.0,0.004500000000000001,0.03900000000000001,0.009000000000000001
1.0,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.10933333333333334,0.0,0.03248666666666667,0.0,0.0,0.0,0.039,0.05466666666666667,0.016243333333333335
2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20733333333333334,0.0,0.030161800000000002,0.0,0.0,0.0,0.0235,0.10366666666666667,0.015080900000000001
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20533333333333334,0.0,0.027860182000000004,0.0,0.0,0.0,0.10800000000000001,0.10266666666666667,0.013930091000000002
4.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.23333333333333334,0.0,0.02558158018,0.0,0.0,0.0,0.1625,0.11666666666666667,0.01279079009
5.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.6666666666666666,0.0061111111111111106,0.24244444444444443,0.0061111111111111106,0.03443687548931111,0.0,0.0,0.0,0.21366666666666667,0.12427777777777778,0.02027399330021111
6.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0011111111111111096,0.3204444444444444,0.0010499999999999989,0.032092506734418,0.0,0.0,0.0,0.21816666666666668,0.16077777777777777,0.016571253367209
7.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.35844444444444445,0.0,0.029771581667073818,0.0,0.0,0.0,0.26266666666666666,0.17922222222222223,0.014885790833536909
8.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.36644444444444446,0.0,0.02747386585040308,0.0,0.0,0.0,0.33716666666666667,0.18322222222222223,0.01373693292520154
9.0,0.6,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.42444444444444446,0.0,0.04519912719189905,0.0,0.0,0.0,0.32166666666666666,0.21222222222222223,0.022599563595949525
10.0,0.125,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.625,0.0,0.43494444444444447,0.0,0.05524713591998006,0.0,0.0,0.0,0.36866666666666664,0.21747222222222223,0.02762356795999003
11.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.49294444444444446,0.0,0.05269466456078026,0.0,0.0,0.0,0.39316666666666666,0.24647222222222223,0.02634733228039013
12.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.5209444444444444,0.0,0.05016771791517245,0.0,0.0,0.0,0.44766666666666666,0.2604722222222222,0.025083858957586226
13.0,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.5522777777777778,0.0,0.0643327074026874,0.0,0.0,0.0,0.49883333333333335,0.2761388888888889,0.0321663537013437
14.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5902777777777778,0.0,0.06168938032866052,0.0,0.0,0.0,0.5433333333333333,0.2951388888888889,0.03084469016433026
15.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.5882777777777778,0.0,0.06907248652537391,0.0,0.0,0.0,0.5978333333333333,0.2941388888888889,0.03453624326268696
16.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6662777777777777,0.0,0.06638176166012018,0.0,0.0,0.0,0.6023333333333333,0.3331388888888889,0.03319088083006009
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6642777777777777,0.0,0.06371794404351898,0.0,0.0,0.0,0.6868333333333333,0.3321388888888889,0.03185897202175949
18.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.6922777777777778,0.0,0.06108076460308379,0.0,0.0,0.0,0.7413333333333333,0.3461388888888889,0.030540382301541893
19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7902777777777777,0.0,0.05846995695705295,0.0,0.0,0.0,0.7258333333333333,0.3951388888888889,0.029234978478526474
20.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8082777777777778,0.0,0.055885257387482415,0.0,0.0,0.0,0.7903333333333333,0.4041388888888889,0.027942628693741207
21.0,0.4,0.1,0.1,0.3,0.1,0.0,0.1,0.0,0.0,0.5,0.005000000000000001,0.8362777777777778,0.005000000000000001,0.05332640481360759,0.004000000000000001,0.0,0.0,0.8248333333333333,0.4206388888888889,0.029163202406803798
22.0,0.4,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.8742777777777778,0.0,0.07079314076547152,0.0,0.0,0.0,0.8693333333333333,0.4371388888888889,0.03539657038273576
23.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9522777777777778,0.0,0.06808520935781681,0.0,0.0,0.0,0.8738333333333332,0.4761388888888889,0.034042604678908406
24.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.9702777777777778,0.0,0.06540435726423864,0.0,0.0,0.0,0.9383333333333332,0.4851388888888889,0.03270217863211932
25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0682777777777779,0.0,0.06275031369159625,0.0,0.0,0.0,0.9228333333333333,0.5341388888888889,0.03137515684579813
26.0,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,1.0996111111111113,0.0,0.07678947722134696,0.0,0.0,0.0,0.974,0.5498055555555557,0.03839473861067348
27.0,0.4,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.6,0.005000000000000001,1.1276111111111113,0.005000000000000001,0.0740215824491335,0.0,0.0,0.0,1.0185,0.5663055555555556,0.03951079122456675
28.0,0.5,0.1,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.010000000000000002,1.1656111111111114,0.009950000000000002,0.07128136662464216,0.0,0.0,0.0,1.053,0.5878055555555557,0.04061568331232108
29.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.005000000000000001,1.2236111111111114,0.004850500000000001,0.06856855295839573,0.0,0.0,0.0,1.0574999999999999,0.6143055555555557,0.03670952647919787
30.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.2316111111111114,0.0,0.06588286742881178,0.0,0.0,0.0,1.132,0.6158055555555557,0.03294143371440589
31.0,0.5,0.1,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.005000000000000001,1.2696111111111115,0.005000000000000001,0.06322403875452366,0.0,0.0,0.0,1.1664999999999999,0.6373055555555557,0.03411201937726183
32.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.3076111111111115,0.0,0.06059179836697842,0.0,0.0,0.0,1.2109999999999999,0.6538055555555558,0.03029589918348921
33.0,0.6,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.4,0.0,1.3656111111111116,0.0,0.07798588038330864,0.0,0.0,0.0,1.2354999999999998,0.6828055555555558,0.03899294019165432
34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4636111111111116,0.0,0.07520602157947555,0.0,0.0,0.0,1.2199999999999998,0.7318055555555558,0.037603010789737774
35.0,0.25,0.125,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.625,0.0,1.4866111111111115,0.0,0.08495396136368079,0.0,0.0,0.0,1.2669999999999997,0.7433055555555558,0.042476980681840394
36.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.5646111111111116,0.0,0.08210442175004398,0.0,0.0,0.0,1.2714999999999996,0.7823055555555558,0.04105221087502199
37.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.5926111111111116,0.0,0.07928337753254354,0.0,0.0,0.0,1.3259999999999996,0.7963055555555558,0.03964168876627177
38.0,0.6,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,1.6506111111111117,0.0,0.0964905437572181,0.0,0.0,0.0,1.3304999999999996,0.8253055555555558,0.04824527187860905
39.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.7286111111111118,0.0,0.09352563831964592,0.0,0.0,0.0,1.3349999999999995,0.8643055555555559,0.04676281915982296
40.0,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.8,0.0,1.7466111111111118,0.0,0.10059038193644945,0.0,0.0,0.0,1.3994999999999995,0.8733055555555559,0.050295190968224726
41.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,1.7612777777777784,0.0,0.11425114478375162,0.017333333333333333,0.0,0.0,1.450666666666666,0.8806388888888892,0.05712557239187581
