episode,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_quality,lambda_deadline
0.0,1.0,0.4,0.0,1.0,0.0,0.4,0.1,0.0,0.0,0.0,0.098,0.0,0.038000000000000006,3.964,0.0,0.0,0.049,0.019000000000000003
1.0,1.0,0.2,0.0,1.0,0.0,0.2,0.5,0.0,0.0,0.0,0.19502000000000003,0.0,0.05562000000000001,4.00836,0.0,0.0,0.09751000000000001,0.027810000000000005
2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.29106980000000005,0.0,0.05306380000000001,3.9922763999999997,0.0,0.0,0.14553490000000002,0.026531900000000004
3.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.38615910200000003,0.0,0.10053316200000001,4.036353635999999,0.0,0.0,0.19307955100000002,0.050266581000000005
4.0,1.0,0.3,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.48029751098000006,0.0,0.12752783037999998,3.9799900996399993,0.0,0.0,0.24014875549000003,0.06376391518999999
5.0,1.0,0.7,0.0,1.0,0.0,0.7,0.2,0.0,0.0,0.0,0.5734945358702,0.0,0.19425255207619996,3.9641901986435992,0.0,0.0,0.2867472679351,0.09712627603809998
6.0,1.0,0.9,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.665759590511498,0.0,0.28031002655543796,3.908548296657163,0.0,0.0,0.332879795255749,0.14015501327771898
7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.757101994606383,0.0,0.2755069262898836,3.9534628136905914,0.0,0.0,0.3785509973031915,0.1377534631449418
8.0,1.0,0.1,0.0,1.0,0.0,0.1,0.5,0.0,0.0,0.0,0.8475309746603192,0.0,0.2807518570269848,3.9979281855536857,0.0,0.0,0.4237654873301596,0.1403759285134924
9.0,1.0,0.6,0.0,1.0,0.0,0.6,0.1,0.0,0.0,0.0,0.9370556649137161,0.0,0.33594433845671495,3.961948903698149,0.0,0.0,0.46852783245685803,0.16797216922835748
10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0256851082645788,0.0,0.4305848950721478,4.006329414661167,0.0,0.0,0.5128425541322894,0.2152924475360739
11.0,1.0,0.3,0.0,1.0,0.0,0.3,0.4,0.0,0.0,0.0,1.1134282571819332,0.0,0.45427904612142633,4.030266120514555,0.0,0.0,0.5567141285909666,0.22713952306071317
12.0,1.0,0.7,0.0,1.0,0.0,0.7,0.1,0.1,0.0,0.0,1.200293974610114,0.0,0.5177362556602121,3.993963459309409,0.010000000000000002,0.0,0.600146987305057,0.25886812783010604
13.0,1.0,0.1,0.0,1.0,0.0,0.1,0.6,0.0,0.0,0.0,1.2862910348640129,0.0,0.5205588931036099,4.058023824716315,0.009900000000000003,0.0,0.6431455174320064,0.26027944655180496
14.0,1.0,0.9,0.0,1.0,0.0,0.9,0.5,0.0,0.0,0.0,1.3714281245153728,0.0,0.6033533041725738,4.101443586469151,0.009801000000000002,0.0,0.6857140622576864,0.3016766520862869
15.0,1.0,0.3,0.0,1.0,0.0,0.3,0.7,0.0,0.0,0.0,1.455713843270219,0.0,0.6253197711308481,4.184429150604459,0.009702990000000002,0.0,0.7278569216351095,0.31265988556542407
16.0,1.0,0.2,0.0,1.0,0.0,0.2,0.5,0.0,0.0,0.0,1.539156704837517,0.0,0.6370665734195397,4.2265848590984145,0.009605960100000002,0.0,0.7695783524187585,0.3185332867097698
