episode,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,escalation_cost,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_escalation,lambda_quality,lambda_deadline
0.0,0.6,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.015000000000000003,0.038000000000000006,0.0,0.018000000000000002,0.0,0.0,0.0,0.004500000000000001,0.026500000000000003,0.009000000000000001
1.0,0.25,0.125,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.625,0.010000000000000002,0.06100000000000001,0.0,0.028320000000000005,0.0,0.0,0.0,0.051500000000000004,0.035500000000000004,0.014160000000000002
2.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.005000000000000001,0.08900000000000001,0.0,0.026036800000000006,0.0,0.0,0.0,0.106,0.04700000000000001,0.013018400000000003
3.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.10700000000000001,0.0,0.043776432000000004,0.0,0.0,0.0,0.1305,0.053500000000000006,0.021888216000000002
4.0,0.7777777777777778,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.03944444444444445,0.13833333333333334,0.0061111111111111106,0.04133866768,0.0,0.0,0.0,0.115,0.08888888888888889,0.023724889395555556
5.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.034444444444444444,0.15633333333333332,0.0010499999999999989,0.058925281003200006,0.0,0.0,0.0,0.1395,0.09538888888888888,0.0299876405016
6.0,0.8,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.049444444444444444,0.21433333333333332,0.0,0.056336028193168006,0.0,0.0,0.0,0.12400000000000001,0.1318888888888889,0.028168014096584003
7.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,0.04444444444444444,0.21233333333333332,0.0,0.07599489013345856,0.0,0.0,0.0,0.1862777777777778,0.12838888888888889,0.03799744506672928
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.039444444444444435,0.21033333333333332,0.0,0.07323494123212397,0.0,0.0,0.0,0.2607777777777778,0.12488888888888888,0.036617470616061985
9.0,1.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.054444444444444434,0.28833333333333333,0.0,0.07050259181980273,0.0,0.0,0.0,0.24527777777777776,0.17138888888888887,0.035251295909901365
10.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.06611111111111109,0.303,0.011666666666666665,0.0677975659016047,0.0,0.0,0.0,0.24644444444444444,0.18455555555555553,0.039732116284135685
11.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.08968253968253967,0.32957142857142857,0.020835714285714284,0.06511959024258865,0.0,0.0,0.0,0.23094444444444445,0.2096269841269841,0.04297765226415147
12.0,0.9,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.14468253968253966,0.35757142857142854,0.01562735714285714,0.062468394340162756,0.0,0.0,0.0,0.21544444444444444,0.2511269841269841,0.039047875741509946
