episode,raw_return,shaped_return,return,success_rate,mean_reward,mean_shaped_reward,quality_cost,deadline_cost,lambda_quality,lambda_deadline,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share
0.0,-78.54110700000001,-78.54110700000001,-78.54110700000001,0.05,-1.9635276750000004,-1.9635276750000004,0.7,0.475,0.0,0.0,0.5413547750264405,0.527208599112928,0.49504671508818865,0.5015762665420771
1.0,-82.72675799999999,-82.72675799999999,-82.72675799999999,0.0,-2.0681689499999996,-2.0681689499999996,1.0,0.375,0.0,0.0,0.535207030273974,0.5000357691012323,0.5114314227364958,0.5306177797093987
2.0,-95.32028999999997,-95.32028999999997,-95.32028999999997,0.025,-2.3830072499999995,-2.3830072499999995,0.75,0.625,0.0,0.0,0.46954163460433485,0.5011608675122262,0.49995750800520183,0.4849287416040896
3.0,-78.91545,-78.91545,-78.91545,0.025,-1.9728862500000002,-1.9728862500000002,0.975,0.35,0.0,0.0,0.5108230321258306,0.51341736741364,0.5145997083410621,0.4997028453350068
4.0,-93.91657599999998,-93.91657599999998,-93.91657599999998,0.05,-2.3479143999999996,-2.3479143999999996,0.425,0.525,0.0,0.0,0.5025949261635543,0.5295383794233202,0.4836718451827765,0.5034370506890117
5.0,-70.47350200000001,-70.47350200000001,-70.47350200000001,0.05,-1.7618375500000003,-1.7618375500000003,0.65,0.375,0.0,0.0,0.49393724370747794,0.5027666424214841,0.4686778824217617,0.551362036332488
6.0,-77.81583,-77.81583,-77.81583,0.05,-1.94539575,-1.94539575,0.625,0.45,0.0,0.0,0.49414360320568085,0.5248451127670705,0.511150710351765,0.5405089514330029
7.0,-67.96901899999999,-67.96901899999999,-67.96901899999999,0.05,-1.6992254749999998,-1.6992254749999998,0.75,0.35,0.0,0.0,0.47767251214385037,0.5034554713219405,0.4711281008757651,0.5141283447071909
8.0,-76.51145299999999,-76.51145299999999,-76.51145299999999,0.025,-1.9127863249999997,-1.9127863249999997,0.75,0.4,0.0,0.0,0.48626005609333517,0.5088690256327391,0.4576840524263681,0.5403623371943831
9.0,-81.98170200000004,-81.98170200000004,-81.98170200000004,0.025,-2.049542550000001,-2.049542550000001,0.875,0.4,0.0,0.0,0.4663124605938793,0.5279678454250096,0.47185767175257204,0.5359497310072185
10.0,-121.85961499999999,-121.85961499999999,-121.85961499999999,0.025,-3.046490375,-3.046490375,0.925,0.625,0.0,0.0,0.4803401279598473,0.5057416674681006,0.43479183487966644,0.5406145229786634
11.0,-62.294297,-62.294297,-62.294297,0.1,-1.557357425,-1.557357425,0.5,0.45,0.0,0.0,0.4972460347563029,0.5328851263970137,0.46202570114284736,0.49146421014517544
12.0,-86.46973500000001,-86.46973500000001,-86.46973500000001,0.025,-2.1617433750000004,-2.1617433750000004,0.725,0.475,0.0,0.0,0.46822467105090615,0.5061435298621655,0.45270339627936484,0.5186217720210553
13.0,-73.422128,-73.422128,-73.422128,0.05,-1.8355532,-1.8355532,0.675,0.375,0.0,0.0,0.4460665010809898,0.5299609836935997,0.4181224542632699,0.49307120458036663
14.0,-72.374072,-72.374072,-72.374072,0.025,-1.8093518,-1.8093518,0.975,0.375,0.0,0.0,0.4781184123903513,0.5165569585748017,0.4185049491040408,0.4834472805857658
15.0,-62.991629,-62.991629,-62.991629,0.1,-1.5747907250000002,-1.5747907250000002,0.35,0.55,0.0,0.0,0.4099668204337359,0.4846584720350801,0.36055496761202815,0.49494285479187977
16.0,-94.08207599999996,-94.08207599999996,-94.08207599999996,0.05,-2.352051899999999,-2.352051899999999,0.65,0.625,0.0,0.0,0.4281815535500647,0.5177353589609264,0.35300140675902364,0.4723160601332784
17.0,-94.99806199999999,-94.99806199999999,-94.99806199999999,0.0,-2.3749515499999996,-2.3749515499999996,0.975,0.475,0.0,0.0,0.4011329036578536,0.536531618591398,0.33076033065468063,0.46852659285813586
18.0,-74.316045,-74.316045,-74.316045,0.025,-1.8579011250000002,-1.8579011250000002,0.975,0.35,0.0,0.0,0.38708944117277866,0.501750728264451,0.3734790570028127,0.4601325456164777
19.0,-87.02519400000003,-87.02519400000003,-87.02519400000003,0.025,-2.175629850000001,-2.175629850000001,0.725,0.425,0.0,0.0,0.33668861690908675,0.5135113837569953,0.34952158489078283,0.4707494725733996
20.0,-83.96215199999997,-83.96215199999997,-83.96215199999997,0.075,-2.099053799999999,-2.099053799999999,0.65,0.425,0.0,0.0,0.34349335391819474,0.5199713819846511,0.33577605339884753,0.4329826891571284
