scenario,semantic_path,mobility_mode,samples,joint_feasible_ratio,semantic_feasible_ratio,deadline_feasible_ratio,utm_feasible_ratio,avg_arrival_delay_s,avg_tx_delay_s,avg_total_delay_s,avg_deadline_slack_s,avg_utm_conflict_risk
disaster_hotspot,cache,avoid_conflict,9,0.0,0.0,0.3333333333333333,1.0,1.037863,0.0,1.3236581111111112,-0.1969914444444445,0.0
disaster_hotspot,cache,reposition,9,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,1.2857946666666666,-0.159128,0.0
disaster_hotspot,cache,serve_task,9,0.0,0.0,0.0,1.0,3.458098111111111,0.0,3.7438926666666665,-2.617226,0.0
disaster_hotspot,cache,stay,9,0.0,0.0,1.0,1.0,0.0,0.0,0.2857946666666667,0.840872,0.0
disaster_hotspot,cache_update,avoid_conflict,9,0.0,0.1111111111111111,0.0,1.0,1.037863,0.0006252222222222222,1.8162834444444445,-0.6896167777777777,0.65
disaster_hotspot,cache_update,reposition,9,0.0,0.1111111111111111,0.0,1.0,1.0,0.0006252222222222222,1.778419888888889,-0.6517532222222222,1.0
disaster_hotspot,cache_update,serve_task,9,0.0,0.1111111111111111,0.0,1.0,3.458098111111111,0.0006252222222222222,4.236518111111111,-3.1098514444444443,1.0
disaster_hotspot,cache_update,stay,9,0.1111111111111111,0.1111111111111111,0.7777777777777778,1.0,0.0,0.0006252222222222222,0.7784198888888889,0.3482467777777778,1.0
disaster_hotspot,image,avoid_conflict,9,0.0,0.1111111111111111,0.0,1.0,1.037863,0.10310144444444444,4.4418706666666665,-3.3152039999999996,0.65
disaster_hotspot,image,reposition,9,0.0,0.1111111111111111,0.0,1.0,1.0,0.10310144444444444,4.404007444444445,-3.2773407777777774,1.0
disaster_hotspot,image,serve_task,9,0.0,0.1111111111111111,0.0,1.0,3.458098111111111,0.10310144444444444,6.862105666666666,-5.7354389999999995,1.0
disaster_hotspot,image,stay,9,0.0,0.1111111111111111,0.0,1.0,0.0,0.10310144444444444,3.4040074444444444,-2.277340777777778,1.0
disaster_hotspot,token,avoid_conflict,9,0.0,0.1111111111111111,0.0,1.0,1.037863,0.0006252222222222222,1.8162834444444445,-0.6896167777777777,0.65
disaster_hotspot,token,reposition,9,0.0,0.1111111111111111,0.0,1.0,1.0,0.0006252222222222222,1.778419888888889,-0.6517532222222222,1.0
disaster_hotspot,token,serve_task,9,0.0,0.1111111111111111,0.0,1.0,3.458098111111111,0.0006252222222222222,4.236518111111111,-3.1098514444444443,1.0
disaster_hotspot,token,stay,9,0.1111111111111111,0.1111111111111111,0.7777777777777778,1.0,0.0,0.0006252222222222222,0.7784198888888889,0.3482467777777778,1.0
edge_overload,cache,avoid_conflict,36,0.0,0.0,0.75,1.0,1.021471,0.0,1.4053473611111111,1.83076375,0.0
edge_overload,cache,reposition,36,0.0,0.0,0.7777777777777778,1.0,0.9565709166666667,0.0,1.3404473888888888,1.8956637222222223,0.0
edge_overload,cache,serve_task,36,0.0,0.0,0.3055555555555556,1.0,3.9599527777777777,0.0,4.3438293055555555,-1.1077181944444443,0.0
edge_overload,cache,stay,36,0.0,0.0,1.0,1.0,0.0,0.0,0.38387644444444446,2.8522346666666665,0.0
edge_overload,cache_update,avoid_conflict,36,0.0,0.05555555555555555,0.6666666666666666,1.0,1.021471,0.0007103888888888889,1.8982799722222223,1.3378311388888888,0.17827758333333332
edge_overload,cache_update,reposition,36,0.0,0.05555555555555555,0.6666666666666666,1.0,0.9565709166666667,0.0007103888888888889,1.8333799722222222,1.4027311388888888,0.5069812777777778
edge_overload,cache_update,serve_task,36,0.0,0.05555555555555555,0.2777777777777778,1.0,3.9599527777777777,0.0007103888888888889,4.836761861111111,-1.60065075,0.5069812777777778
edge_overload,cache_update,stay,36,0.0,0.05555555555555555,0.8611111111111112,1.0,0.0,0.0007103888888888889,0.8768090555555555,2.3593020555555557,0.5069812777777778
edge_overload,image,avoid_conflict,36,0.0,0.027777777777777776,0.19444444444444445,1.0,1.021471,0.0966195,4.652873333333333,-1.4167622222222223,0.17827758333333332
edge_overload,image,reposition,36,0.0,0.027777777777777776,0.2222222222222222,1.0,0.9565709166666667,0.0966195,4.587973444444445,-1.3518623333333333,0.5069812777777778
edge_overload,image,serve_task,36,0.0,0.027777777777777776,0.0,1.0,3.9599527777777777,0.0966195,7.591355194444445,-4.355244083333333,0.5069812777777778
edge_overload,image,stay,36,0.0,0.027777777777777776,0.4722222222222222,1.0,0.0,0.0966195,3.631402527777778,-0.3952914166666666,0.5069812777777778
edge_overload,token,avoid_conflict,36,0.0,0.05555555555555555,0.6666666666666666,1.0,1.021471,0.0007103888888888889,1.8982799722222223,1.3378311388888888,0.17827758333333332
edge_overload,token,reposition,36,0.0,0.05555555555555555,0.6666666666666666,1.0,0.9565709166666667,0.0007103888888888889,1.8333799722222222,1.4027311388888888,0.5069812777777778
edge_overload,token,serve_task,36,0.0,0.05555555555555555,0.2777777777777778,1.0,3.9599527777777777,0.0007103888888888889,4.836761861111111,-1.60065075,0.5069812777777778
