episode,raw_return,semantic_return,shaped_return,return,success_rate,mean_reward,mean_semantic_reward,mean_shaped_reward,mean_semantic_accuracy_lcb,mean_semantic_uncertainty,mean_semantic_payload_kb,mean_semantic_quality_gap,mean_q_quality,mean_q_deadline,mean_q_energy,mean_q_risk,mean_q_utm,max_q_quality,max_q_deadline,max_q_energy,max_q_risk,max_q_utm,non_cache_ratio,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,bc_loss,demo_samples,entropy_weight,service_prior_weight,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_quality,lambda_deadline,mobility_update_interval,mean_flight_energy_j,mean_arrival_delay_s,mean_coverage_gain,mean_utm_conflict_risk,mobility_reuse_ratio,serve_task_ratio,avoid_conflict_ratio
0.0,-9.980915999999999,-267.4155746510062,-390.4955746510061,-9.980915999999999,0.0,-0.9980915999999999,-26.74155746510062,-39.04955746510061,0.6538528000000001,0.3861186000000001,0.5940505,0.16614719999999994,0.7841783999999998,0.028926700000000062,0.0,1.9,1.9,1.6614719999999994,0.2544270000000002,0.0,3.0,3.0,0.5,1.0,0.2,0.0,1.0,0.0,0.2,0.3,0.0,0.0,1.065010905265808,500.0,0.1,0.65,0.9999999999999402,0.47656583733010294,0.3737736800312995,0.18097462654113772,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,110.5661963,0.9401887,-0.0095969,0.0,0.6,0.0,0.6
1.0,-42.360811999999996,-2753.362219792629,-2891.802219792629,-42.360811999999996,0.0,-4.236081199999999,-275.33622197926286,-289.1802219792629,0.5087935,0.3990908,0.3565203,0.3112064999999999,1.4479840999999996,70.1472406,7401.8810891,0.0,0.0,3.112064999999999,110.64848599999999,11637.381875,0.0,0.0,0.3,1.0,0.6,0.0,1.0,0.0,0.6,0.0,0.0,0.0,1.065010905265808,500.0,0.09933333333333334,0.6481944444444445,1.0,0.3000007,0.202,0.05200000000000001,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,1487.5234902,12.383703000000002,0.0978779,0.0,0.6,0.6,0.0
2.0,-2.830721000000001,-48.72046890650775,-166.1204689065077,-2.830721000000001,0.0,-0.2830721000000001,-4.872046890650775,-16.61204689065077,0.7091456,0.3928769000000001,0.9505108,0.11085439999999998,0.4981774999999999,0.0,0.0,2.0,2.0,1.1085439999999998,0.0,0.0,5.0,5.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.065010905265808,500.0,0.09866666666666667,0.6463888888888889,1.0000000000000437,0.7837246334816933,0.55547915828228,0.19754940044879912,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,94.812151,0.8062256999999999,-0.013678700000000002,0.0,0.6,0.0,0.7
3.0,-14.144102000000002,-528.9603920135901,-633.2003920135901,-14.144102000000002,0.0,-1.4144102000000003,-52.89603920135901,-63.32003920135901,0.4745858,0.3971186000000001,0.2376802,0.34541419999999984,2.019138899999999,0.2561400000000001,0.0,0.0,0.0,3.4541419999999983,0.6403500000000002,0.0,0.0,0.0,0.2,1.0,0.1,0.0,1.0,0.0,0.1,0.0,0.0,0.0,1.065010905265808,500.0,0.098,0.6445833333333334,0.9999999999999701,0.1931389413340568,0.15780394124984742,0.06819390940666199,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,142.393779,0.9455252999999999,0.0035474999999999994,0.0,0.6,0.0,0.3
4.0,-12.726951999999999,-151.37424272672862,-302.9742427267287,-12.726951999999999,0.0,-1.2726951999999998,-15.137424272672863,-30.297424272672867,0.7529962000000001,0.3900360000000001,1.0692909,0.06700379999999997,0.45357899999999984,20.438631300000004,1919.0334455999994,3.3,3.3,0.6700379999999998,22.75118,2120.8934259999996,5.0,5.0,0.9,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.065010905265808,500.0,0.09733333333333334,0.6427777777777778,0.999999999999958,0.882084865136242,0.62401181063056,0.24907606011629105,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,411.6008558,3.4336807,0.018613599999999998,0.0052632,0.6,0.2,0.7
5.0,-6.364895999999999,8.897583750741981,-133.02241624925801,-6.364895999999999,0.0,-0.6364895999999999,0.8897583750741982,-13.302241624925802,0.7697147000000001,0.38797990000000004,1.0692909,0.05028529999999998,0.28639399999999987,0.06197830000000013,0.0,3.3,3.3,0.5028529999999998,0.12862700000000027,0.0,6.0,6.0,0.9,1.0,0.3,0.0,1.0,0.0,0.3,0.6,0.0,0.0,1.065010905265808,500.0,0.09666666666666668,0.6409722222222223,1.0000000000000264,0.8840796284509658,0.6354009596109391,0.2312047197520733,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,112.46755799999998,0.6910506,-0.015207299999999998,0.0122223,0.6,0.0,0.6
6.0,-35.736264,-1599.447000845571,-1737.8870008455708,-35.736264,0.0,-3.5736263999999998,-159.9447000845571,-173.7887000845571,0.5386337000000001,0.3848652,0.1188401,0.28136629999999985,1.3286232999999994,36.0358385,3473.617957500001,0.0,0.0,2.8136629999999987,71.194702,7168.694427,0.0,0.0,0.1,1.0,0.6,0.0,1.0,0.0,0.6,0.0,0.0,0.0,1.065010905265808,500.0,0.096,0.6391666666666667,1.0,0.10000089999999998,0.07400000000000001,0.024000000000000004,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,1035.4105491,8.539205299999999,0.0405701,0.0,0.6,0.3,0.0
7.0,-17.192802,-543.5751660905593,-654.6551660905593,-17.192802,0.0,-1.7192802,-54.35751660905593,-65.46551660905592,0.4960567,0.4096247,0.5941704999999999,0.32394329999999993,1.5327750999999996,16.6995294,1925.4743413,0.0,0.0,3.239432999999999,39.562534,4551.751563,0.0,0.0,0.5,1.0,0.2,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.065010905265808,500.0,0.09533333333333334,0.6373611111111112,1.0,0.5000005000000001,0.32999999999999996,0.08000000000000002,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,645.0632828,5.352578899999999,0.04151590000000001,0.0,0.6,0.2,0.6
8.0,-4.8627030000000016,36.22094727695801,-98.859052723042,-4.8627030000000016,0.0,-0.48627030000000016,3.6220947276958007,-9.8859052723042,0.7718980000000001,0.39140100000000005,1.1881009999999999,0.04810199999999998,0.2645609999999999,0.07924800000000029,0.0,4.2,4.2,0.4810199999999998,0.12176200000000037,0.0,6.0,6.0,1.0,1.0,0.2,0.0,1.0,0.0,0.2,0.6,0.0,0.0,1.065010905265808,500.0,0.09466666666666668,0.6355555555555555,1.0000000000000084,0.9725867089629172,0.7080087146162988,0.2956424330174923,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,94.812151,0.8062256999999999,-0.0128222,0.0,0.6,0.0,0.7
9.0,-12.504423999999997,-41.992192162817375,-193.59219216281735,-12.504423999999997,0.0,-1.2504423999999996,-4.199219216281738,-19.359219216281737,0.7034835000000002,0.39681220000000006,1.0693209,0.11651649999999995,0.37464279999999983,0.12652870000000044,0.0,3.1,3.1,1.1651649999999996,0.6373020000000009,0.0,5.0,5.0,0.9,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,1.065010905265808,500.0,0.094,0.63375,1.0000000000000022,0.8914882335198879,0.6004448076188564,0.17312199404835701,0.0,9.74,0.0,6.84,4.0,0.92,0.0,4.87,3.42,3.0,151.7546469,1.2904306,-0.0098382,0.0,0.6,0.0,0.9
