scenario,semantic_path,mobility_mode,samples,joint_feasible_ratio,semantic_feasible_ratio,deadline_feasible_ratio,utm_feasible_ratio,avg_arrival_delay_s,avg_tx_delay_s,avg_total_delay_s,avg_deadline_slack_s,avg_utm_conflict_risk
disaster_hotspot,cache,avoid_conflict,30,0.0,0.0,0.1,1.0,0.2075726,0.0,0.2827306666666667,-0.034730666666666674,0.0
disaster_hotspot,cache,reposition,30,0.0,0.0,0.1,1.0,0.2,0.0,0.275158,-0.027158,0.0
disaster_hotspot,cache,serve_task,30,0.0,0.0,0.0,1.0,0.6907832333333334,0.0,0.7659413,-0.5179413,0.0
disaster_hotspot,cache,stay,30,0.0,0.0,0.2,1.0,0.0,0.0,0.075158,0.172842,0.0
disaster_hotspot,cache_update,avoid_conflict,30,0.0,0.03333333333333333,0.0,1.0,0.2075726,0.0001259,0.3812566333333333,-0.13325663333333335,0.13
disaster_hotspot,cache_update,reposition,30,0.0,0.03333333333333333,0.0,1.0,0.2,0.0001259,0.3736839,-0.1256839,0.2
disaster_hotspot,cache_update,serve_task,30,0.0,0.03333333333333333,0.0,1.0,0.6907832333333334,0.0001259,0.8644671666666667,-0.6164671666666667,0.2
disaster_hotspot,cache_update,stay,30,0.0,0.03333333333333333,0.1,1.0,0.0,0.0001259,0.1736839,0.0743161,0.2
disaster_hotspot,image,avoid_conflict,30,0.0,0.03333333333333333,0.0,1.0,0.2075726,0.020780533333333333,0.9065334333333334,-0.6585334333333333,0.13
disaster_hotspot,image,reposition,30,0.0,0.03333333333333333,0.0,1.0,0.2,0.020780533333333333,0.8989608,-0.6509607999999999,0.2
disaster_hotspot,image,serve_task,30,0.0,0.03333333333333333,0.0,1.0,0.6907832333333334,0.020780533333333333,1.3897441,-1.1417441,0.2
disaster_hotspot,image,stay,30,0.0,0.03333333333333333,0.0,1.0,0.0,0.020780533333333333,0.6989608,-0.4509608,0.2
disaster_hotspot,token,avoid_conflict,30,0.0,0.03333333333333333,0.0,1.0,0.2075726,0.0001259,0.3812566333333333,-0.13325663333333335,0.13
disaster_hotspot,token,reposition,30,0.0,0.03333333333333333,0.0,1.0,0.2,0.0001259,0.3736839,-0.1256839,0.2
disaster_hotspot,token,serve_task,30,0.0,0.03333333333333333,0.0,1.0,0.6907832333333334,0.0001259,0.8644671666666667,-0.6164671666666667,0.2
disaster_hotspot,token,stay,30,0.0,0.03333333333333333,0.1,1.0,0.0,0.0001259,0.1736839,0.0743161,0.2
edge_overload,cache,avoid_conflict,36,0.0,0.0,0.5,1.0,0.6242322777777778,0.0,1.1523927777777778,1.825385,0.0
edge_overload,cache,reposition,36,0.0,0.0,0.5,1.0,0.6111111111111112,0.0,1.1392718333333334,1.8385059444444445,0.0
edge_overload,cache,serve_task,36,0.0,0.0,0.25,1.0,2.8541753888888888,0.0,3.382335972222222,-0.4045581944444444,0.0
edge_overload,cache,stay,36,0.0,0.0,0.5277777777777778,1.0,0.0,0.0,0.5281607222222222,2.4496170555555556,0.0
edge_overload,cache_update,avoid_conflict,36,0.08333333333333333,0.25,0.4166666666666667,1.0,0.6242322777777778,0.00053725,1.5863743611111112,1.3914034166666667,0.07332522222222222
edge_overload,cache_update,reposition,36,0.08333333333333333,0.25,0.4166666666666667,1.0,0.6111111111111112,0.00053725,1.5732533055555555,1.404524472222222,0.2637959166666667
edge_overload,cache_update,serve_task,36,0.0,0.25,0.25,1.0,2.8541753888888888,0.00053725,3.816317638888889,-0.8385398611111111,0.2637959166666667
edge_overload,cache_update,stay,36,0.16666666666666666,0.25,0.5,1.0,0.0,0.00053725,0.9621421944444445,2.0156355833333333,0.2637959166666667
edge_overload,image,avoid_conflict,36,0.0,0.1111111111111111,0.25,1.0,0.6242322777777778,0.06052294444444444,3.2955717222222223,-0.31779394444444437,0.07332522222222222
edge_overload,image,reposition,36,0.0,0.1111111111111111,0.25,1.0,0.6111111111111112,0.06052294444444444,3.2824507222222223,-0.30467294444444437,0.2637959166666667
edge_overload,image,serve_task,36,0.0,0.1111111111111111,0.0,1.0,2.8541753888888888,0.06052294444444444,5.525514888888889,-2.547737111111111,0.2637959166666667
edge_overload,image,stay,36,0.0,0.1111111111111111,0.3333333333333333,1.0,0.0,0.06052294444444444,2.671339611111111,0.30643816666666673,0.2637959166666667
edge_overload,token,avoid_conflict,36,0.08333333333333333,0.25,0.4166666666666667,1.0,0.6242322777777778,0.00053725,1.5863743611111112,1.3914034166666667,0.07332522222222222
edge_overload,token,reposition,36,0.08333333333333333,0.25,0.4166666666666667,1.0,0.6111111111111112,0.00053725,1.5732533055555555,1.404524472222222,0.2637959166666667
edge_overload,token,serve_task,36,0.0,0.25,0.25,1.0,2.8541753888888888,0.00053725,3.816317638888889,-0.8385398611111111,0.2637959166666667
edge_overload,token,stay,36,0.16666666666666666,0.25,0.5,1.0,0.0,0.00053725,0.9621421944444445,2.0156355833333333,0.2637959166666667
edge_overload_soft,cache,avoid_conflict,36,0.16666666666666666,0.19444444444444445,0.6666666666666666,1.0,0.8486025,0.0,1.10395075,2.6043825833333334,0.0
edge_overload_soft,cache,reposition,36,0.16666666666666666,0.19444444444444445,0.6666666666666666,1.0,0.8333333333333334,0.0,1.0886814722222222,2.619651861111111,0.0
edge_overload_soft,cache,serve_task,36,0.1111111111111111,0.19444444444444445,0.5277777777777778,1.0,3.0420557777777777,0.0,3.2974038055555557,0.41092952777777786,0.0
edge_overload_soft,cache,stay,36,0.19444444444444445,0.19444444444444445,0.8333333333333334,1.0,0.0,0.0,0.2553481388888889,3.4529851944444445,0.0
edge_overload_soft,cache_update,avoid_conflict,36,0.3055555555555556,0.5277777777777778,0.6111111111111112,1.0,0.8486025,0.0007214166666666666,1.7616720833333332,1.94666125,0.2976216666666667
edge_overload_soft,cache_update,reposition,36,0.3055555555555556,0.5277777777777778,0.6111111111111112,1.0,0.8333333333333334,0.0007214166666666666,1.7464027500000001,1.9619305833333334,0.5892883333333333
edge_overload_soft,cache_update,serve_task,36,0.1111111111111111,0.5277777777777778,0.4166666666666667,1.0,3.0420557777777777,0.0007214166666666666,3.9551251944444443,-0.24679186111111112,0.5892883333333333
edge_overload_soft,cache_update,stay,36,0.3611111111111111,0.5277777777777778,0.6666666666666666,1.0,0.0,0.0007214166666666666,0.9130694166666666,2.795263916666667,0.5892883333333333
edge_overload_soft,image,avoid_conflict,36,0.08333333333333333,0.4444444444444444,0.4166666666666667,1.0,0.8486025,0.07963611111111112,4.01000475,-0.30167141666666664,0.2976216666666667
edge_overload_soft,image,reposition,36,0.08333333333333333,0.4444444444444444,0.4166666666666667,1.0,0.8333333333333334,0.07963611111111112,3.994735416666667,-0.2864020833333334,0.5892883333333333
edge_overload_soft,image,serve_task,36,0.027777777777777776,0.4444444444444444,0.08333333333333333,1.0,3.0420557777777777,0.07963611111111112,6.203457916666666,-2.4951245833333333,0.5892883333333333
edge_overload_soft,image,stay,36,0.16666666666666666,0.4444444444444444,0.5,1.0,0.0,0.07963611111111112,3.1614020833333334,0.54693125,0.5892883333333333
edge_overload_soft,token,avoid_conflict,36,0.3055555555555556,0.5277777777777778,0.6111111111111112,1.0,0.8486025,0.0007214166666666666,1.7616720833333332,1.94666125,0.2976216666666667
edge_overload_soft,token,reposition,36,0.3055555555555556,0.5277777777777778,0.6111111111111112,1.0,0.8333333333333334,0.0007214166666666666,1.7464027500000001,1.9619305833333334,0.5892883333333333
edge_overload_soft,token,serve_task,36,0.1111111111111111,0.5277777777777778,0.4166666666666667,1.0,3.0420557777777777,0.0007214166666666666,3.9551251944444443,-0.24679186111111112,0.5892883333333333
edge_overload_soft,token,stay,36,0.3611111111111111,0.5277777777777778,0.6666666666666666,1.0,0.0,0.0007214166666666666,0.9130694166666666,2.795263916666667,0.5892883333333333
low_snr_blockage,cache,avoid_conflict,36,0.1111111111111111,0.1111111111111111,0.4166666666666667,1.0,0.46127244444444443,0.0,0.5411131944444445,1.20333125,0.0
low_snr_blockage,cache,reposition,36,0.1111111111111111,0.1111111111111111,0.4166666666666667,1.0,0.4444444444444444,0.0,0.524285,1.2201594444444444,0.0
low_snr_blockage,cache,serve_task,36,0.0,0.1111111111111111,0.0,1.0,9.654122138888889,0.0,9.733962666666667,-7.989518222222222,0.0
low_snr_blockage,cache,stay,36,0.1111111111111111,0.1111111111111111,0.4444444444444444,1.0,0.0,0.0,0.07984055555555555,1.6646038888888888,0.0
low_snr_blockage,cache_update,avoid_conflict,36,0.16666666666666666,0.25,0.3055555555555556,1.0,0.46127244444444443,1.0146526388888888,1.77621025,-0.031765805555555617,0.0
low_snr_blockage,cache_update,reposition,36,0.16666666666666666,0.25,0.3055555555555556,1.0,0.4444444444444444,1.0146526388888888,1.7593821111111112,-0.014937666666666714,0.059944833333333336
low_snr_blockage,cache_update,serve_task,36,0.0,0.25,0.0,1.0,9.654122138888889,1.0146526388888888,10.969059805555556,-9.22461536111111,0.059944833333333336
low_snr_blockage,cache_update,stay,36,0.16666666666666666,0.25,0.3055555555555556,1.0,0.0,1.0146526388888888,1.3149376666666668,0.42950677777777774,0.059944833333333336
low_snr_blockage,image,avoid_conflict,36,0.0,0.25,0.0,1.0,0.46127244444444443,36.377810305555556,38.26353725,-36.51909280555555,0.0
low_snr_blockage,image,reposition,36,0.0,0.25,0.0,1.0,0.4444444444444444,36.377810305555556,38.24670913888889,-36.50226469444444,0.059944833333333336
low_snr_blockage,image,serve_task,36,0.0,0.25,0.0,1.0,9.654122138888889,36.377810305555556,47.45638675,-45.71194230555555,0.059944833333333336
low_snr_blockage,image,stay,36,0.0,0.25,0.0,1.0,0.0,36.377810305555556,37.802264694444446,-36.05782025,0.059944833333333336
low_snr_blockage,token,avoid_conflict,36,0.16666666666666666,0.25,0.3055555555555556,1.0,0.46127244444444443,1.0146526388888888,1.77621025,-0.031765805555555617,0.0
low_snr_blockage,token,reposition,36,0.16666666666666666,0.25,0.3055555555555556,1.0,0.4444444444444444,1.0146526388888888,1.7593821111111112,-0.014937666666666714,0.059944833333333336
low_snr_blockage,token,serve_task,36,0.0,0.25,0.0,1.0,9.654122138888889,1.0146526388888888,10.969059805555556,-9.22461536111111,0.059944833333333336
low_snr_blockage,token,stay,36,0.16666666666666666,0.25,0.3055555555555556,1.0,0.0,1.0146526388888888,1.3149376666666668,0.42950677777777774,0.059944833333333336
low_snr_soft,cache,avoid_conflict,36,0.3333333333333333,0.3333333333333333,0.75,1.0,0.8422958333333334,0.0,0.9678908888888889,3.3654424444444446,0.0
low_snr_soft,cache,reposition,36,0.3333333333333333,0.3333333333333333,0.75,1.0,0.8333333333333334,0.0,0.9589281111111111,3.3744052222222223,0.0
low_snr_soft,cache,serve_task,36,0.25,0.3333333333333333,0.3055555555555556,1.0,5.178840194444445,0.0,5.3044350555555555,-0.9711017222222221,0.0
low_snr_soft,cache,stay,36,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,0.0,0.0,0.12559477777777778,4.207738555555555,0.0
low_snr_soft,cache_update,avoid_conflict,36,0.3611111111111111,0.5555555555555556,0.5833333333333334,1.0,0.8422958333333334,0.006865388888888889,1.5864230555555556,2.746910277777778,0.0
low_snr_soft,cache_update,reposition,36,0.3611111111111111,0.5555555555555556,0.5833333333333334,1.0,0.8333333333333334,0.006865388888888889,1.5774602222222223,2.755873111111111,0.1249555
low_snr_soft,cache_update,serve_task,36,0.16666666666666666,0.5555555555555556,0.2222222222222222,1.0,5.178840194444445,0.006865388888888889,5.922967111111111,-1.5896337777777778,0.1249555
low_snr_soft,cache_update,stay,36,0.4722222222222222,0.5555555555555556,0.75,1.0,0.0,0.006865388888888889,0.7441268888888889,3.5892064444444443,0.1249555
low_snr_soft,image,avoid_conflict,36,0.25,0.5555555555555556,0.4166666666666667,1.0,0.8422958333333334,0.31515455555555555,4.039103638888889,0.29422969444444447,0.0
low_snr_soft,image,reposition,36,0.25,0.5555555555555556,0.4166666666666667,1.0,0.8333333333333334,0.31515455555555555,4.030140972222222,0.30319236111111114,0.1249555
low_snr_soft,image,serve_task,36,0.0,0.5555555555555556,0.0,1.0,5.178840194444445,0.31515455555555555,8.375647722222222,-4.042314388888889,0.1249555
low_snr_soft,image,stay,36,0.25,0.5555555555555556,0.4166666666666667,1.0,0.0,0.31515455555555555,3.196807638888889,1.1365256944444444,0.1249555
low_snr_soft,token,avoid_conflict,36,0.3611111111111111,0.5555555555555556,0.5833333333333334,1.0,0.8422958333333334,0.006865388888888889,1.5864230555555556,2.746910277777778,0.0
