episode,raw_return,shaped_return,return,success_rate,mean_reward,mean_shaped_reward,quality_cost,deadline_cost,lambda_quality,lambda_deadline,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share
0.0,-98.20254599999998,-98.20254599999998,-98.20254599999998,0.025,-2.4550636499999996,-2.4550636499999996,0.8,0.575,0.0,0.0,0.5267357196360828,0.5007430303096772,0.5561102092973889,0.5449236214458942
1.0,-108.10280200000001,-108.10280200000001,-108.10280200000001,0.05,-2.7025700500000003,-2.7025700500000003,0.55,0.725,0.0,0.0,0.5120715916603804,0.49845074668526645,0.550721176031977,0.5022419465966522
2.0,-73.22998499999997,-73.22998499999997,-73.22998499999997,0.0,-1.8307496249999993,-1.8307496249999993,1.0,0.275,0.0,0.0,0.48942748329043384,0.5029498323053123,0.5660732885301114,0.5549946956336499
3.0,-82.26540700000002,-82.26540700000002,-82.26540700000002,0.0,-2.0566351750000007,-2.0566351750000007,1.0,0.4,0.0,0.0,0.4957257137447594,0.4715877318382263,0.5509146073237063,0.5124050635024905
4.0,-90.556739,-90.556739,-90.556739,0.025,-2.2639184749999997,-2.2639184749999997,0.825,0.5,0.0,0.0,0.5025839424133303,0.5149204787239433,0.5894462424889206,0.49492402072250846
5.0,-69.17471099999999,-69.17471099999999,-69.17471099999999,0.0,-1.7293677749999996,-1.7293677749999996,1.0,0.225,0.0,0.0,0.4924907273203134,0.5580052991583944,0.5852732318639755,0.509102247145027
6.0,-108.04498,-108.04498,-108.04498,0.05,-2.7011244999999997,-2.7011244999999997,0.25,0.7,0.0,0.0,0.5336198878586291,0.4771743745915592,0.554163899563253,0.5395375655330718
7.0,-70.171766,-70.171766,-70.171766,0.05,-1.7542941500000002,-1.7542941500000002,0.65,0.425,0.0,0.0,0.5488801524341107,0.49152995880693195,0.5935051710531115,0.5303846212476493
8.0,-78.86274600000002,-78.86274600000002,-78.86274600000002,0.05,-1.9715686500000005,-1.9715686500000005,0.625,0.45,0.0,0.0,0.5067931969016792,0.5041970770061016,0.6036373715102672,0.5330176357999443
9.0,-68.989264,-68.989264,-68.989264,0.05,-1.7247316000000001,-1.7247316000000001,0.8,0.375,0.0,0.0,0.4900702637732028,0.4997889995574951,0.5640995726212857,0.5521458040252331
10.0,-81.607435,-81.607435,-81.607435,0.025,-2.0401858749999997,-2.0401858749999997,0.725,0.425,0.0,0.0,0.5118434680104257,0.5082386525906624,0.5964640244469045,0.5467737888395787
11.0,-84.540075,-84.540075,-84.540075,0.025,-2.113501875,-2.113501875,0.85,0.425,0.0,0.0,0.5213824604302645,0.4909814342297613,0.607111002638936,0.5560112788006664
12.0,-90.44104499999997,-90.44104499999997,-90.44104499999997,0.025,-2.2610261249999994,-2.2610261249999994,0.85,0.475,0.0,0.0,0.5182827874124049,0.46384692125022414,0.6587652560919525,0.5639488270431758
13.0,-59.347789999999996,-59.347789999999996,-59.347789999999996,0.1,-1.48369475,-1.48369475,0.525,0.4,0.0,0.0,0.5104835456758737,0.4443986017815768,0.6148474997356532,0.5770612597092988
14.0,-89.38142200000001,-89.38142200000001,-89.38142200000001,0.025,-2.2345355500000004,-2.2345355500000004,0.7,0.525,0.0,0.0,0.518244985729456,0.4750214935466647,0.6570768209397795,0.5214895131886006
15.0,-86.88965,-86.88965,-86.88965,0.05,-2.17224125,-2.17224125,0.725,0.5,0.0,0.0,0.544117545619607,0.4610572463087738,0.6564310765713454,0.5500498577058317
16.0,-60.701744999999995,-60.701744999999995,-60.701744999999995,0.075,-1.5175436249999998,-1.5175436249999998,0.775,0.375,0.0,0.0,0.5670263314843178,0.4786715484783053,0.6533838032186032,0.5767118469327688
17.0,-62.74095499999998,-62.74095499999998,-62.74095499999998,0.1,-1.5685238749999995,-1.5685238749999995,0.325,0.575,0.0,0.0,0.5430553513318299,0.433158732689917,0.683304651454091,0.5844987772032618
18.0,-85.43493700000002,-85.43493700000002,-85.43493700000002,0.05,-2.1358734250000007,-2.1358734250000007,0.6,0.55,0.0,0.0,0.5244737552627922,0.4724407694116235,0.6763744891509413,0.6184214395806193
19.0,-87.82803899999999,-87.82803899999999,-87.82803899999999,0.0,-2.195700975,-2.195700975,1.0,0.375,0.0,0.0,0.564384648285806,0.4702917869575323,0.6803884118571876,0.6092103478536008
20.0,-87.07619500000003,-87.07619500000003,-87.07619500000003,0.025,-2.176904875000001,-2.176904875000001,0.975,0.425,0.0,0.0,0.528725865215063,0.4601199997402726,0.6985365800336005,0.6390643924549222
21.0,-79.08658600000001,-79.08658600000001,-79.08658600000001,0.025,-1.9771646500000002,-1.9771646500000002,0.675,0.4,0.0,0.0,0.5406510972678662,0.435332769677043,0.7199158901423214,0.6471082225590945
22.0,-103.62248500000001,-103.62248500000001,-103.62248500000001,0.0,-2.5905621250000004,-2.5905621250000004,0.975,0.5,0.0,0.0,0.5128362167105078,0.4673424984142184,0.7468413380086423,0.6260779365077613
23.0,-75.29521499999998,-75.29521499999998,-75.29521499999998,0.025,-1.8823803749999997,-1.8823803749999997,0.825,0.3,0.0,0.0,0.505406188301742,0.45831991815939555,0.741827974870801,0.6627883457839491
24.0,-86.345142,-86.345142,-86.345142,0.0,-2.15862855,-2.15862855,1.0,0.3,0.0,0.0,0.5199541530609132,0.4402431509643794,0.7600086789131164,0.7109634021222594
25.0,-69.288388,-69.288388,-69.288388,0.025,-1.7322096999999999,-1.7322096999999999,0.925,0.25,0.0,0.0,0.47602027222514154,0.4719927768781781,0.7236270006373523,0.6914518004506826
26.0,-80.62443699999999,-80.62443699999999,-80.62443699999999,0.0,-2.015610925,-2.015610925,0.975,0.25,0.0,0.0,0.4698502065762876,0.4850746890716254,0.7721963841468097,0.7217875860854985
27.0,-100.675075,-100.675075,-100.675075,0.05,-2.5168768750000003,-2.5168768750000003,0.625,0.5,0.0,0.0,0.48531627171486613,0.5317152624949814,0.7379411212801934,0.7156057863160967
28.0,-106.022146,-106.022146,-106.022146,0.05,-2.65055365,-2.65055365,0.4,0.55,0.0,0.0,0.46809853206574914,0.5053996305353939,0.7518936910778284,0.7356812129318715
29.0,-85.890551,-85.890551,-85.890551,0.025,-2.147263775,-2.147263775,0.85,0.375,0.0,0.0,0.4267215288951993,0.5381847856566311,0.7537841156125069,0.768842605382204
30.0,-93.85127799999998,-93.85127799999998,-93.85127799999998,0.0,-2.3462819499999994,-2.3462819499999994,1.0,0.325,0.0,0.0,0.39933772019296887,0.5340101366862656,0.7314103306457398,0.7551246744245291
31.0,-71.99874100000001,-71.99874100000001,-71.99874100000001,0.0,-1.7999685250000002,-1.7999685250000002,1.0,0.175,0.0,0.0,0.4211132850274443,0.577370040640235,0.7260194924548266,0.7784781577587128
32.0,-80.001183,-80.001183,-80.001183,0.025,-2.000029575,-2.000029575,0.5,0.475,0.0,0.0,0.3904983020499348,0.5649328876286748,0.7458348298221826,0.7645581223517658
33.0,-95.07425799999999,-95.07425799999999,-95.07425799999999,0.025,-2.3768564499999996,-2.3768564499999996,0.625,0.475,0.0,0.0,0.3970274004489184,0.6054052827507257,0.7431003721132875,0.8206782350391147
34.0,-78.82911099999998,-78.82911099999998,-78.82911099999998,0.025,-1.9707277749999996,-1.9707277749999996,0.875,0.35,0.0,0.0,0.399212248571217,0.6522174405306578,0.7165570159852503,0.8111051889955995
35.0,-69.742523,-69.742523,-69.742523,0.05,-1.7435630750000002,-1.7435630750000002,0.525,0.425,0.0,0.0,0.35178499557822934,0.6516979901120067,0.70265509916842,0.8335428706854581
36.0,-65.62944899999998,-65.62944899999998,-65.62944899999998,0.025,-1.6407362249999995,-1.6407362249999995,0.975,0.175,0.0,0.0,0.35367853920906783,0.6993898145109416,0.7089987609982491,0.8272550309896468
37.0,-112.31517400000001,-112.31517400000001,-112.31517400000001,0.05,-2.8078793500000003,-2.8078793500000003,0.5,0.625,0.0,0.0,0.4045479621067643,0.7318899021670223,0.6999146668389438,0.848312637284398
38.0,-86.84022800000002,-86.84022800000002,-86.84022800000002,0.025,-2.1710057000000007,-2.1710057000000007,0.975,0.325,0.0,0.0,0.42187319399416445,0.6727820632234216,0.6713053075671197,0.8454612193703651
39.0,-64.70818099999998,-64.70818099999998,-64.70818099999998,0.0,-1.6177045249999995,-1.6177045249999995,0.975,0.125,0.0,0.0,0.42880284040421246,0.7061307575926186,0.6892345966249706,0.8379719911664724
40.0,-54.125165999999986,-54.125165999999986,-54.125165999999986,0.025,-1.3531291499999996,-1.3531291499999996,0.825,0.15,0.0,0.0,0.4055701507329941,0.6768823388591407,0.6297437047958374,0.8404889070391655
41.0,-55.417557999999985,-55.417557999999985,-55.417557999999985,0.125,-1.3854389499999997,-1.3854389499999997,0.625,0.35,0.0,0.0,0.3784233779758216,0.6605364713072777,0.6033042119145394,0.8496858337521556
42.0,-63.331411,-63.331411,-63.331411,0.05,-1.5832852750000002,-1.5832852750000002,0.675,0.275,0.0,0.0,0.43659774756431585,0.6782606549188493,0.5244865562096238,0.8498207937926054
43.0,-60.86721000000001,-60.86721000000001,-60.86721000000001,0.025,-1.5216802500000002,-1.5216802500000002,0.975,0.175,0.0,0.0,0.4657828416526318,0.7021190658956765,0.5619859576523304,0.8549366799443959
44.0,-56.640190000000004,-56.640190000000004,-56.640190000000004,0.025,-1.4160047500000001,-1.4160047500000001,0.775,0.2,0.0,0.0,0.43230176869034764,0.717374047152698,0.5355107129365205,0.8328371455520391
45.0,-52.983166,-52.983166,-52.983166,0.025,-1.32457915,-1.32457915,0.975,0.125,0.0,0.0,0.37012882189452656,0.6874167098850009,0.5289256026744844,0.79635024240613
46.0,-48.411218000000005,-48.411218000000005,-48.411218000000005,0.0,-1.2102804500000002,-1.2102804500000002,1.0,0.025,0.0,0.0,0.44221965887397535,0.6870082652568816,0.508212663758546,0.7958515666425228
47.0,-56.04837,-56.04837,-56.04837,0.025,-1.40120925,-1.40120925,0.975,0.1,0.0,0.0,0.5039598880410194,0.688093019835651,0.5474783065095543,0.8032807786762716
48.0,-44.168372000000005,-44.168372000000005,-44.168372000000005,0.025,-1.1042093000000002,-1.1042093000000002,0.975,0.05,0.0,0.0,0.4970957315936685,0.6736063058674336,0.5485719637572766,0.7687552306130527
