episode,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,escalation_cost,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_escalation,lambda_quality,lambda_deadline
0.0,0.2,0.05,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.005000000000000001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.006500000000000001,0.0
1.0,0.15,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.010500000000000002,0.0
2.0,0.15,0.15,0.1,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.015000000000000003,0.014000000000000002,0.01,0.0,0.0,0.0,0.0,0.0,0.014500000000000002,0.005
3.0,0.15,0.25,0.05,0.1,0.2,0.05,0.0,0.0,0.0,0.0,0.015000000000000003,0.022000000000000002,0.024900000000000005,0.0030000000000000005,0.0,0.0,0.0,0.0,0.018500000000000003,0.013950000000000002
4.0,0.05,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.015000000000000003,0.020000000000000004,0.029651000000000007,0.0009700000000000004,0.0,0.0,0.0,0.0,0.0175,0.015310500000000005
5.0,0.05263157894736842,0.3684210526315789,0.05263157894736842,0.0,0.05263157894736842,0.3157894736842105,0.0,0.0,0.0,0.0,0.015263157894736845,0.018000000000000002,0.029617647894736848,0.030539247368421053,0.0,0.0,0.0,0.0,0.016631578947368424,0.03007844763157895
6.0,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.0,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.020789473684210528,0.016,0.024321471415789477,0.05454964436842105,0.0,0.0,0.0,0.0,0.018394736842105262,0.03943555789210526
7.0,0.3157894736842105,0.10526315789473684,0.3157894736842105,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.04736842105263158,0.014,0.029604572491105267,0.052004147924736836,0.0,0.0,0.0,0.0,0.03068421052631579,0.04080436020792105
8.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.05347953216374269,0.02311111111111111,0.024308526766194213,0.049484106445489465,0.0,0.0,0.0,0.0,0.038295321637426896,0.03689631660584184
9.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05847953216374269,0.03111111111111111,0.01906544149853227,0.04698926538103457,0.0,0.0,0.0,0.0,0.0447953216374269,0.03302735343978342
