episode,raw_return,shaped_return,return,success_rate,mean_reward,mean_shaped_reward,quality_cost,deadline_cost,lambda_quality,lambda_deadline,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share
0.0,-68.85821899999999,-68.85821899999999,-68.85821899999999,0.05,-1.7214554749999997,-1.7214554749999997,0.55,0.4,0.0,0.0,0.5379509814381598,0.5355654889717698,0.5073079332336784,0.48930975311249486
1.0,-78.77755299999998,-78.77755299999998,-78.77755299999998,0.0,-1.9694388249999997,-1.9694388249999997,1.0,0.325,0.0,0.0,0.5533573679327964,0.5425682647526263,0.524632818609476,0.480408965844661
2.0,-58.722227999999994,-58.722227999999994,-58.722227999999994,0.075,-1.4680556999999999,-1.4680556999999999,0.725,0.375,0.0,0.0,0.5195862131267786,0.5260744156688453,0.5426428093016148,0.47490984245017165
3.0,-82.82044700000002,-82.82044700000002,-82.82044700000002,0.025,-2.0705111750000005,-2.0705111750000005,0.775,0.45,0.0,0.0,0.4928672809153796,0.5405348799750208,0.5165490640252828,0.4975779877528549
4.0,-76.14000900000003,-76.14000900000003,-76.14000900000003,0.025,-1.9035002250000008,-1.9035002250000008,0.975,0.325,0.0,0.0,0.49683802673220645,0.5451033588126303,0.5227813906446102,0.4724368887208401
5.0,-90.332882,-90.332882,-90.332882,0.05,-2.25832205,-2.25832205,0.45,0.5,0.0,0.0,0.5020446645915508,0.534141686875373,0.5564547180905937,0.4804628716744482
6.0,-71.13628999999999,-71.13628999999999,-71.13628999999999,0.05,-1.7784072499999997,-1.7784072499999997,0.7,0.425,0.0,0.0,0.5082190611660481,0.49330446384847165,0.5024517800658942,0.5156993468478321
7.0,-78.31469899999999,-78.31469899999999,-78.31469899999999,0.05,-1.9578674749999998,-1.9578674749999998,0.6,0.475,0.0,0.0,0.5058959826603532,0.5273283859342335,0.5299581661075354,0.4467327019833028
8.0,-57.593651,-57.593651,-57.593651,0.05,-1.439841275,-1.439841275,0.75,0.25,0.0,0.0,0.5233021612018347,0.4928439417481424,0.5248014467433094,0.46568863333016636
9.0,-72.29398299999998,-72.29398299999998,-72.29398299999998,0.025,-1.8073495749999995,-1.8073495749999995,0.725,0.4,0.0,0.0,0.49272844267636523,0.4848466098308563,0.5611581252887843,0.4945396033078433
10.0,-82.16614199999998,-82.16614199999998,-82.16614199999998,0.025,-2.0541535499999997,-2.0541535499999997,0.875,0.425,0.0,0.0,0.5057598452717066,0.5181541662104429,0.5614534139037132,0.44905999999493373
11.0,-95.58402899999999,-95.58402899999999,-95.58402899999999,0.025,-2.3896007249999998,-2.3896007249999998,0.95,0.425,0.0,0.0,0.5353134020864964,0.4824190182797611,0.5336872314438226,0.4170696958750485
12.0,-63.410584000000014,-63.410584000000014,-63.410584000000014,0.0,-1.5852646000000004,-1.5852646000000004,1.0,0.2,0.0,0.0,0.5003355417996647,0.4933031646721065,0.5755409348905085,0.4341417961604894
13.0,-68.05220699999998,-68.05220699999998,-68.05220699999998,0.05,-1.7013051749999994,-1.7013051749999994,0.725,0.325,0.0,0.0,0.5161734809577464,0.4692996794730425,0.6011954009830952,0.44484925890341404
14.0,-64.389881,-64.389881,-64.389881,0.05,-1.609747025,-1.609747025,0.675,0.325,0.0,0.0,0.5060705076828598,0.48951938340440393,0.61645227470994,0.4488988128453493
15.0,-42.10635099999999,-42.10635099999999,-42.10635099999999,0.075,-1.0526587749999998,-1.0526587749999998,0.85,0.15,0.0,0.0,0.5131941980347038,0.4854230665229262,0.6343540428951381,0.46098905947804464
16.0,-50.20562899999999,-50.20562899999999,-50.20562899999999,0.05,-1.2551407249999997,-1.2551407249999997,0.725,0.225,0.0,0.0,0.5375754646658897,0.4225697357393801,0.6460413271859289,0.38029546179249885
