episode,raw_return,semantic_return,shaped_return,return,success_rate,mean_reward,mean_semantic_reward,mean_shaped_reward,mean_semantic_accuracy_lcb,mean_semantic_uncertainty,mean_semantic_payload_kb,mean_semantic_quality_gap,mean_q_quality,mean_q_deadline,mean_q_energy,mean_q_risk,mean_q_utm,mean_q_defer,mean_q_cache_stale,path_cache_ratio,path_token_ratio,path_image_ratio,path_defer_ratio,path_cache_update_ratio,expert_agreement,expert_path_cache_ratio,expert_path_token_ratio,expert_path_image_ratio,expert_path_defer_ratio,expert_path_cache_update_ratio,mean_defer_count,max_q_quality,max_q_deadline,max_q_energy,max_q_risk,max_q_utm,non_cache_ratio,quality_cost,deadline_cost,quality_cost_normal,quality_cost_critical,deadline_cost_normal,deadline_cost_critical,conflict_cost,battery_cost,gpu_cost,escalation_cost,bc_loss,demo_samples,entropy_weight,service_prior_weight,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share,lambda_quality_normal,lambda_quality_critical,lambda_deadline_normal,lambda_deadline_critical,lambda_conflict,lambda_battery,lambda_gpu,lambda_escalation,lambda_quality,lambda_deadline
0.0,-4.88292,-492.83778530649806,-492.83778530649806,-4.88292,0.2,-0.9765840000000001,-98.56755706129961,-98.56755706129961,0.33898700000000004,0.23419580000000004,48.7174609375,0.4176,1.6704,0.0,682.5486006,0.0,0.0,0.0,2.4,0.6,0.2,0.2,0.0,0.0,1.0,0.6,0.2,0.2,0.0,0.0,0.0,2.088,0.0,2236.231894,0.0,0.0,0.4,0.6,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,5.194906711578369,250.0,0.1,0.65,0.983,0.3955006,0.28650000000000003,0.1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.1215420000000003,-382.1964924932243,-382.1964924932243,-1.1215420000000003,0.2,-0.22430840000000005,-76.43929849864486,-76.43929849864486,0.3237388,0.1605606,0.65556640625,0.31220159999999997,0.6578031999999998,0.0,2243.7982162,1.6,1.0,0.0,0.8,0.4,0.6,0.0,0.0,0.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,1.5610079999999997,0.0,3073.690538,2.0,1.0,0.6,0.6,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,5.194906711578369,250.0,0.09933333333333334,0.6481944444444445,1.0,0.6000004000000001,0.394,0.09400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,-1.1882170000000003,-287.4921438692431,-287.4921438692431,-1.1882170000000003,0.2,-0.23764340000000006,-57.498428773848616,-57.498428773848616,0.448923,0.1186364,48.96328125,0.24500000000000002,0.3842,0.0,2560.7865354,0.8,0.8,0.0,0.6,0.4,0.4,0.2,0.0,0.0,1.0,0.4,0.4,0.2,0.0,0.0,0.0,1.225,0.0,3206.8821080000002,1.0,1.0,0.6,0.4,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,5.194906711578369,250.0,0.09866666666666667,0.6463888888888889,0.99,0.5745004,0.4145,0.23899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,-0.5089689999999998,-345.8285954958372,-345.8285954958372,-0.5089689999999998,0.4,-0.10179379999999996,-69.16571909916743,-69.16571909916743,0.6825858,0.09101180000000002,49.039921875,0.1392,0.2784,0.06786700000000012,2790.2853338,2.0,1.6,0.0,0.4,0.2,0.6,0.2,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,0.0,0.696,0.06786700000000012,4189.278608,3.0,2.0,0.8,0.2,0.2,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,5.194906711578369,250.0,0.098,0.6445833333333334,0.9800000000000001,0.7910002,0.5775,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,-7.408498000000001,-345.3852573889136,-345.3852573889136,-7.408498000000001,0.0,-1.4816996000000002,-69.07705147778272,-69.07705147778272,0.6712052,0.06713160000000003,97.444921875,0.1058,0.1058,0.2865242000000003,2714.8917155999998,2.8,2.8,0.0,0.2,0.2,0.4,0.4,0.0,0.0,1.0,0.2,0.4,0.4,0.0,0.0,0.0,0.529,0.47937500000000055,3712.154581,4.0,4.0,0.8,0.2,0.4,0.2,0.0,0.0,0.4,0.8,0.0,0.0,0.0,5.194906711578369,250.0,0.09733333333333334,0.6427777777777778,0.99,0.7955002,0.577,0.32699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-11.534915999999999,-332.9511553902123,-332.9511553902123,-11.534915999999999,0.2,-2.3069832,-66.59023107804246,-66.59023107804246,0.6127262,0.04911440000000001,97.52451171875,0.1058,0.1058,0.3589042000000003,2993.9769595999996,1.4,1.4,0.0,0.2,0.2,0.4,0.4,0.0,0.0,1.0,0.2,0.4,0.4,0.0,0.0,0.0,0.529,0.5216900000000004,4137.775801,2.0,2.0,0.8,0.2,0.6,0.2,0.0,0.0,0.6,0.4,0.0,0.0,0.0,5.194906711578369,250.0,0.09666666666666668,0.6409722222222223,1.0,0.8000002,0.542,0.24199999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,-6.090322,-618.3050618082294,-618.3050618082294,-6.090322,0.0,-1.2180643999999998,-123.66101236164589,-123.66101236164589,0.07199839999999999,0.2779648,0.17857421874999999,0.5906016,1.694608,0.0,1060.693744,0.0,0.0,0.0,2.0,0.8,0.2,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,2.9530079999999996,0.0,1060.693744,0.0,0.0,0.2,1.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.194906711578369,250.0,0.096,0.6391666666666667,1.0,0.20000079999999992,0.138,0.03800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,-13.423964,-299.1902022744344,-299.1902022744344,-13.423964,0.4,-2.6847928,-59.83804045488688,-59.83804045488688,0.5739578,0.08911300000000003,44.43537109375,0.1058,0.1058,0.21276660000000014,2708.2346132000002,0.6,0.6,0.0,0.2,0.2,0.6,0.2,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,0.0,0.529,0.35461100000000023,3727.3204370000003,1.0,1.0,0.8,0.2,0.4,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0,5.194906711578369,250.0,0.09533333333333334,0.6373611111111112,0.977,0.7445002000000001,0.637,0.43699999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,-7.409747,-569.5602451988711,-569.5602451988711,-7.409747,0.2,-1.4819494,-113.91204903977423,-113.91204903977423,0.33898700000000004,0.23419580000000004,48.7174609375,0.4176,1.6704,0.012817200000000107,704.3907812,0.4,0.4,0.0,2.4,0.6,0.2,0.2,0.0,0.0,1.0,0.6,0.2,0.2,0.0,0.0,0.0,2.088,0.032043000000000266,2279.546938,1.0,1.0,0.4,0.6,0.2,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,5.194906711578369,250.0,0.09466666666666668,0.6355555555555555,0.99,0.3850006,0.3355,0.2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,3.6574359999999997,-160.37478654239817,-160.37478654239817,3.6574359999999997,0.4,0.7314871999999999,-32.07495730847963,-32.07495730847963,0.6569814,0.0561018,0.63978515625,0.1058,0.1058,0.0,2822.9487084,0.8,0.8,0.0,0.2,0.2,0.8,0.0,0.0,0.0,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.529,0.0,4032.309297,1.0,1.0,0.8,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,5.194906711578369,250.0,0.094,0.63375,0.991,0.7340002,0.6515000000000001,0.37699999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
