episode,raw_return,shaped_return,return,success_rate,mean_reward,mean_shaped_reward,quality_cost,deadline_cost,lambda_quality,lambda_deadline,mean_bandwidth_share,mean_power_w,mean_cpu_share,mean_gpu_share
0.0,-67.465925,-67.465925,-67.465925,0.05,-1.686648125,-1.686648125,0.55,0.4,0.0,0.0,0.4775000000000002,0.5050000000000001,0.26750000000000007,0.13299999999999995
1.0,-78.40646300000002,-78.40646300000002,-78.40646300000002,0.0,-1.9601615750000003,-1.9601615750000003,1.0,0.35,0.0,0.0,0.7150000000000002,0.7300000000000002,0.3775000000000002,0.19050000000000003
2.0,-58.14059999999999,-58.14059999999999,-58.14059999999999,0.075,-1.453515,-1.453515,0.725,0.375,0.0,0.0,0.6200000000000001,0.6400000000000001,0.3537500000000001,0.189
3.0,-83.14081299999998,-83.14081299999998,-83.14081299999998,0.025,-2.0785203249999995,-2.0785203249999995,0.775,0.475,0.0,0.0,0.5725000000000002,0.5950000000000001,0.32500000000000007,0.16949999999999998
4.0,-74.73101999999999,-74.73101999999999,-74.73101999999999,0.025,-1.8682754999999998,-1.8682754999999998,0.975,0.325,0.0,0.0,0.6437500000000002,0.6625000000000003,0.3287500000000002,0.1575
5.0,-90.66814800000002,-90.66814800000002,-90.66814800000002,0.05,-2.2667037000000003,-2.2667037000000003,0.45,0.525,0.0,0.0,0.5587500000000001,0.5825000000000002,0.31000000000000016,0.15699999999999997
6.0,-70.331507,-70.331507,-70.331507,0.05,-1.758287675,-1.758287675,0.7,0.425,0.0,0.0,0.6537500000000003,0.6725000000000003,0.34875000000000017,0.1735
7.0,-75.92857500000001,-75.92857500000001,-75.92857500000001,0.05,-1.8982143750000002,-1.8982143750000002,0.6,0.475,0.0,0.0,0.5725000000000002,0.5950000000000002,0.32125000000000015,0.16699999999999995
8.0,-58.091119,-58.091119,-58.091119,0.05,-1.4522779749999999,-1.4522779749999999,0.775,0.275,0.0,0.0,0.5012500000000003,0.5275000000000002,0.27250000000000013,0.13399999999999995
9.0,-72.88951200000001,-72.88951200000001,-72.88951200000001,0.025,-1.8222378000000004,-1.8222378000000004,0.725,0.425,0.0,0.0,0.6912500000000001,0.7075,0.35375000000000006,0.17200000000000004
10.0,-81.05719600000002,-81.05719600000002,-81.05719600000002,0.025,-2.0264299000000006,-2.0264299000000006,0.875,0.425,0.0,0.0,0.6200000000000002,0.6400000000000003,0.32750000000000024,0.16150000000000003
11.0,-92.364237,-92.364237,-92.364237,0.025,-2.309105925,-2.309105925,0.925,0.45,0.0,0.0,0.46000000000000024,0.48999999999999994,0.24624999999999994,0.11399999999999991
12.0,-61.400377999999996,-61.400377999999996,-61.400377999999996,0.0,-1.53500945,-1.53500945,1.0,0.2,0.0,0.0,0.4775000000000002,0.5049999999999999,0.25250000000000006,0.11799999999999992
13.0,-66.127517,-66.127517,-66.127517,0.05,-1.653187925,-1.653187925,0.725,0.325,0.0,0.0,0.4537500000000002,0.48249999999999993,0.24375000000000005,0.11449999999999991
14.0,-62.131085,-62.131085,-62.131085,0.05,-1.553277125,-1.553277125,0.675,0.325,0.0,0.0,0.4537500000000002,0.48250000000000026,0.2437500000000002,0.11449999999999994
15.0,-40.39926700000001,-40.39926700000001,-40.39926700000001,0.075,-1.0099816750000001,-1.0099816750000001,0.85,0.15,0.0,0.0,0.4025,0.43500000000000005,0.205,0.08349999999999992
16.0,-44.92153800000001,-44.92153800000001,-44.92153800000001,0.075,-1.1230384500000004,-1.1230384500000004,0.675,0.25,0.0,0.0,0.3587500000000001,0.39249999999999985,0.17874999999999996,0.07049999999999997
17.0,-55.435061999999995,-55.435061999999995,-55.435061999999995,0.025,-1.3858765499999999,-1.3858765499999999,0.7,0.275,0.0,0.0,0.3350000000000001,0.36999999999999983,0.18499999999999997,0.0819999999999999
18.0,-61.015601000000004,-61.015601000000004,-61.015601000000004,0.0,-1.525390025,-1.525390025,0.975,0.175,0.0,0.0,0.4400000000000001,0.4699999999999999,0.22125000000000003,0.09449999999999993
19.0,-56.088657,-56.088657,-56.088657,0.025,-1.402216425,-1.402216425,0.975,0.175,0.0,0.0,0.3450000000000001,0.3799999999999999,0.19,0.08299999999999993
20.0,-69.844099,-69.844099,-69.844099,0.025,-1.746102475,-1.746102475,0.725,0.35,0.0,0.0,0.40625000000000017,0.4375000000000001,0.21875,0.09999999999999991
21.0,-56.958648999999994,-56.958648999999994,-56.958648999999994,0.05,-1.4239662249999998,-1.4239662249999998,0.65,0.3,0.0,0.0,0.34500000000000025,0.3799999999999998,0.15999999999999995,0.05299999999999999
22.0,-62.42562,-62.42562,-62.42562,0.025,-1.5606405,-1.5606405,0.875,0.25,0.0,0.0,0.4537500000000002,0.48249999999999993,0.23625000000000007,0.10699999999999991
23.0,-73.39378600000002,-73.39378600000002,-73.39378600000002,0.0,-1.8348446500000004,-1.8348446500000004,1.0,0.275,0.0,0.0,0.42625000000000013,0.4575,0.19125,0.06449999999999997
24.0,-46.18623199999999,-46.18623199999999,-46.18623199999999,0.025,-1.1546557999999998,-1.1546557999999998,0.95,0.1,0.0,0.0,0.43000000000000027,0.45999999999999996,0.205,0.08099999999999993
25.0,-61.989999000000005,-61.989999000000005,-61.989999000000005,0.0,-1.5497499750000001,-1.5497499750000001,1.0,0.175,0.0,0.0,0.32125000000000015,0.3574999999999998,0.1512499999999999,0.04950000000000001
26.0,-58.55740299999998,-58.55740299999998,-58.55740299999998,0.025,-1.4639350749999995,-1.4639350749999995,0.7,0.275,0.0,0.0,0.3350000000000001,0.3699999999999999,0.16249999999999998,0.0595
27.0,-54.41038,-54.41038,-54.41038,0.025,-1.3602595000000002,-1.3602595000000002,0.75,0.225,0.0,0.0,0.26375000000000004,0.30249999999999994,0.12875,0.04150000000000001
28.0,-59.300838000000006,-59.300838000000006,-59.300838000000006,0.025,-1.48252095,-1.48252095,0.9,0.225,0.0,0.0,0.2875000000000002,0.3249999999999999,0.13749999999999996,0.045000000000000005
29.0,-71.399583,-71.399583,-71.399583,0.0,-1.7849895750000002,-1.7849895750000002,1.0,0.25,0.0,0.0,0.2975000000000002,0.3349999999999998,0.14249999999999993,0.046000000000000006
30.0,-54.364794,-54.364794,-54.364794,0.05,-1.3591198500000001,-1.3591198500000001,0.825,0.225,0.0,0.0,0.28750000000000014,0.32499999999999984,0.13749999999999993,0.045000000000000026
31.0,-43.48667699999999,-43.48667699999999,-43.48667699999999,0.025,-1.0871669249999998,-1.0871669249999998,0.85,0.125,0.0,0.0,0.19249999999999987,0.2349999999999998,0.10249999999999992,0.031000000000000007
32.0,-50.18923000000001,-50.18923000000001,-50.18923000000001,0.025,-1.2547307500000002,-1.2547307500000002,0.875,0.1,0.0,0.0,0.14499999999999993,0.18999999999999986,0.08499999999999994,0.024000000000000007
33.0,-43.641203999999995,-43.641203999999995,-43.641203999999995,0.025,-1.0910300999999998,-1.0910300999999998,0.9,0.1,0.0,0.0,0.16874999999999987,0.21249999999999977,0.09374999999999992,0.027500000000000014
34.0,-41.14357799999999,-41.14357799999999,-41.14357799999999,0.05,-1.0285894499999997,-1.0285894499999997,0.8,0.15,0.0,0.0,0.24000000000000013,0.2799999999999998,0.11999999999999991,0.03800000000000002
35.0,-40.33889699999999,-40.33889699999999,-40.33889699999999,0.05,-1.0084724249999997,-1.0084724249999997,0.875,0.075,0.0,0.0,0.12124999999999993,0.16749999999999984,0.07624999999999996,0.020500000000000008
36.0,-44.98648500000002,-44.98648500000002,-44.98648500000002,0.0,-1.1246621250000006,-1.1246621250000006,0.95,0.05,0.0,0.0,0.09749999999999992,0.14499999999999996,0.06749999999999999,0.017000000000000008
37.0,-40.414691000000005,-40.414691000000005,-40.414691000000005,0.05,-1.0103672750000001,-1.0103672750000001,0.95,0.075,0.0,0.0,0.1212499999999999,0.16749999999999987,0.07624999999999996,0.020500000000000008
