step,scenario,task_id,uav_id,edge_id,service_level,answer_accuracy_est,delay_s,energy_j,payload_kb,quality_violation,deadline_violation,airspace_conflict,snr_bin,sensed_snr_db,sinr_db,rate_mbps,distance_3d_m,elevation_deg,los_probability,path_loss_db,interference_dbm,fading_db,cache_hit_probability,semantic_cache_hit,gpu_memory_ok,gpu_memory_used_mb,gpu_memory_capacity_mb,battery_remaining_j,fly_delay_s,sense_delay_s,tx_delay_s,queue_delay_s,infer_delay_s,load_delay_s,fly_energy_j,hover_energy_j,tx_energy_j,compute_energy_j,success,reward
0,mobility-stress,0000323_02601_d_0000645_1,1,0,2,0.97153,72.517449,8965.133763,131.640611,False,True,False,15dB,13.387188,13.151834,3.993417,837.000614,4.110747,0.04138,122.521368,-120.0,-0.515223,0.28,False,True,2816.0,8192.0,34.866237,69.570609,0.36,0.270044,0.091704,1.845091,0.38,8765.896732,194.048,0.189031,5.0,False,-19.352825
1,mobility-stress,0000244_04900_d_0000011_10,0,0,1,0.401361,51.492659,6447.627229,1.158229,True,True,False,20dB,21.253559,21.018206,6.294117,614.091917,5.607043,0.051992,114.654996,-120.0,4.208345,0.28,False,True,2816.0,8192.0,2552.372771,50.929478,0.16,0.001507,0.188583,0.173091,0.04,6417.114174,29.312,0.001055,1.2,False,-14.879899
2,mobility-stress,0000244_04900_d_0000011_10,0,0,2,0.0,53.084503,6500.641325,184.215198,True,True,False,20dB,21.543708,21.308355,6.380205,603.127839,5.709308,0.052804,114.364847,-120.0,4.313518,0.28,False,True,2816.0,8192.0,0.0,50.011331,0.36,0.236527,0.251554,1.845091,0.38,6301.427757,194.048,0.165569,5.0,False,-15.585588
3,mobility-stress,0000244_04900_d_0000011_10,0,0,1,0.401361,49.763464,6216.657347,1.158229,True,True,False,20dB,21.286505,21.051152,6.30389,592.203933,5.814983,0.053656,114.62205,-120.0,3.868335,0.28,False,True,2816.0,8192.0,0.0,49.096383,0.16,0.001505,0.292485,0.173091,0.04,6186.144293,29.312,0.001054,1.2,False,-14.441672
4,mobility-stress,0000244_04900_d_0000011_10,0,0,2,0.0,51.322097,6270.49791,184.215198,True,True,False,20dB,21.85962,21.624266,6.473985,581.322463,5.924216,0.054551,114.048935,-120.0,4.250392,0.28,False,True,2816.0,8192.0,0.0,48.184815,0.36,0.233101,0.31909,1.845091,0.38,6071.286739,194.048,0.163171,5.0,False,-15.141049
5,mobility-stress,0000244_04900_d_0000011_10,0,0,1,0.401361,47.987788,5987.392773,1.158229,True,True,False,20dB,21.493551,21.258198,6.365321,570.485858,6.037163,0.05549,114.415004,-120.0,3.690113,0.28,False,True,2816.0,8192.0,0.0,47.276823,0.16,0.001491,0.336384,0.173091,0.04,5956.87973,29.312,0.001043,1.2,False,-13.994831
6,mobility-stress,0000244_04900_d_0000011_10,0,0,2,0.0,49.528354,6042.153846,184.215198,True,True,False,20dB,22.844297,22.608943,6.766577,559.696724,6.153985,0.056478,113.064258,-120.0,4.84342,0.28,False,True,2816.0,8192.0,0.0,46.372617,0.36,0.223021,0.347624,1.845091,0.38,5842.949731,194.048,0.156115,5.0,False,-14.690963
7,mobility-stress,0000244_04900_d_0000011_10,0,0,1,0.401361,46.201872,5760.038199,1.158229,True,True,False,20dB,22.429116,22.193762,6.643159,548.957858,6.27485,0.057517,113.47944,-120.0,4.227496,0.28,False,True,2816.0,8192.0,0.0,45.472422,0.16,0.001428,0.354931,0.173091,0.04,5729.525199,29.312,0.001,1.2,False,-13.546706
8,mobility-stress,0000244_04900_d_0000011_10,0,0,2,0.0,47.74478,5815.841226,184.215198,True,True,False,20dB,22.792845,22.557491,6.751278,538.272271,6.399932,0.058612,113.11571,-120.0,4.387103,0.28,False,True,2816.0,8192.0,0.0,44.576482,0.36,0.223527,0.35968,1.845091,0.38,5616.636757,194.048,0.156469,5.0,False,-14.243723
9,mobility-stress,0000244_04900_d_0000011_10,0,0,1,0.401361,44.422299,5534.830356,1.158229,True,True,False,20dB,23.167802,22.932448,6.862788,527.6432,6.52941,0.059766,112.740753,-120.0,4.554483,0.28,False,True,2816.0,8192.0,0.0,43.685059,0.16,0.001383,0.362767,0.173091,0.04,5504.317388,29.312,0.000968,1.2,False,-13.100708
10,mobility-stress,0000244_04900_d_0000011_10,0,0,2,0.0,45.9715,5591.806893,184.215198,True,True,False,20dB,22.825868,22.590514,6.761097,517.074128,6.663471,0.060982,113.082687,-120.0,4.001445,0.28,False,True,2816.0,8192.0,0.0,42.798434,0.36,0.223202,0.364774,1.845091,0.38,5392.602651,194.048,0.156241,5.0,False,-13.799453
11,mobility-stress,0000244_04900_d_0000011_10,0,0,1,0.401361,42.657478,5312.043893,1.158229,True,True,False,20dB,22.92126,22.685907,6.789462,506.568813,6.802306,0.062267,112.987295,-120.0,3.882134,0.28,False,True,2816.0,8192.0,0.0,41.916912,0.16,0.001397,0.366078,0.173091,0.04,5281.530915,29.312,0.000978,1.2,False,-12.65863
